Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,acc,out_channels,hidden_channels,heads,negative_slope,dropout,num_layers,batch_size,base_lr
cora_runh04wiwd3_GAT,11.81,58.86,71.4,85.98,91.33,92.62,61.05,11.81,58.86,71.4,85.98,91.33,92.62,95.86,96.6,82.75,128,32,4,0.2,0,2,1024.0,0.01
cora_runfc1hy1vz_GAT,38.01,58.86,71.4,85.98,91.33,92.62,61.05,38.01,58.86,71.4,85.98,91.33,92.62,95.86,96.6,84.96,128,32,4,0.2,0,2,1024.0,0.008
cora_runbmldlbxf_GAT,38.01,58.86,71.4,85.98,91.33,92.62,61.05,38.01,58.86,71.4,85.98,91.33,92.62,95.86,96.6,84.96,128,32,4,0.2,0,2,1024.0,0.007
cora_runb9qi577e_GAT,69.74,74.35,79.34,89.3,92.25,92.8,73.83,69.74,74.35,79.34,89.3,92.25,92.8,96.61,97.33,82.93,128,32,4,0.2,0,2,1024.0,0.015
cora_run9qcuh4yl_GAT,76.01,85.61,88.56,91.14,91.7,92.25,80.5,76.01,85.61,88.56,91.14,91.7,92.25,96.09,97.31,86.72,128,32,4,0.2,0,2,1024.0,0.1
cora_run8jmyvr5q_GAT,76.01,85.61,88.56,91.14,91.7,92.25,80.5,76.01,85.61,88.56,91.14,91.7,92.25,96.09,97.31,86.72,128,32,4,0.2,0,2,1024.0,0.001
cora_runmnw8doh1_GAT,76.01,85.61,88.56,91.14,91.7,92.25,80.5,76.01,85.61,88.56,91.14,91.7,92.25,96.09,97.31,86.72,128,32,4,0.2,0,2,2048.0,0.01
cora_runoor6war1_GAT,76.01,85.61,88.56,91.14,91.7,92.25,80.5,76.01,85.61,88.56,91.14,91.7,92.25,96.09,97.31,86.72,128,32,4,0.2,0,2,2048.0,0.008
cora_runk4bez12t_GAT,76.01,85.61,88.56,91.14,91.7,92.25,80.5,76.01,85.61,88.56,91.14,91.7,92.25,96.09,97.31,86.72,128,32,4,0.2,0,2,2048.0,0.007
cora_run5ac5ou99_GAT,76.01,85.61,88.56,91.14,91.7,92.25,80.5,76.01,85.61,88.56,91.14,91.7,92.25,96.56,97.31,86.72,128,32,4,0.2,0,2,2048.0,0.015
cora_run5g718itc_GAT,76.01,85.61,88.56,90.59,91.14,92.07,80.5,76.01,85.61,88.56,90.59,91.14,92.07,96.56,97.31,84.96,128,32,4,0.2,0,2,2048.0,0.1
cora_runrfhjsoto_GAT,76.01,85.61,88.56,90.59,91.14,92.07,80.5,76.01,85.61,88.56,90.59,91.14,92.07,96.56,97.31,84.96,128,32,4,0.2,0,2,2048.0,0.001
cora_run0y495yzt_GAT,76.01,85.61,88.56,90.59,91.14,92.07,80.5,76.01,85.61,88.56,90.59,91.14,92.07,96.56,97.31,84.96,128,32,4,0.2,0,2,8192.0,0.01
cora_runm2cgmarm_GAT,76.01,85.61,88.56,90.59,91.14,92.07,80.5,76.01,85.61,88.56,90.59,91.14,92.07,96.56,97.31,84.96,128,32,4,0.2,0,2,8192.0,0.008
cora_rund998ne86_GAT,76.01,85.61,88.56,90.59,91.14,92.07,80.5,76.01,85.61,88.56,90.59,91.14,92.07,96.56,97.31,84.96,128,32,4,0.2,0,2,8192.0,0.007
cora_runku8fpdhq_GAT,76.01,85.61,88.56,90.59,91.14,92.07,80.5,76.01,85.61,88.56,90.59,91.14,92.07,96.56,97.31,84.96,128,32,4,0.2,0,2,8192.0,0.015
cora_run7yotybcz_GAT,76.01,85.61,88.93,90.59,91.14,92.07,80.5,76.01,85.61,88.93,90.59,91.14,92.07,96.56,97.35,84.96,128,32,4,0.2,0,2,8192.0,0.1
cora_runyg3b9del_GAT,76.01,85.61,88.93,90.59,91.14,92.07,80.5,76.01,85.61,88.93,90.59,91.14,92.07,96.56,97.35,84.96,128,32,4,0.2,0,2,8192.0,0.001
cora_runkogpr4jr_GAT,76.01,85.61,88.93,90.59,91.14,92.07,80.5,76.01,85.61,88.93,90.59,91.14,92.07,96.56,97.35,84.96,128,32,4,0.2,0,2,16384.0,0.01
cora_runb4fv1ms4_GAT,76.01,85.61,88.93,90.59,91.14,92.07,80.5,76.01,85.61,88.93,90.59,91.14,92.07,96.56,97.35,84.96,128,32,4,0.2,0,2,16384.0,0.008
cora_runuy2g6oqx_GAT,76.01,85.61,88.93,90.59,91.14,92.07,80.5,76.01,85.61,88.93,90.59,91.14,92.07,96.56,97.35,84.96,128,32,4,0.2,0,2,16384.0,0.007
cora_run3umlr2ey_GAT,76.01,85.61,88.93,90.59,91.14,92.07,80.5,76.01,85.61,88.93,90.59,91.14,92.07,96.56,97.35,84.96,128,32,4,0.2,0,2,16384.0,0.015
cora_run55tuf063_GAT,76.57,85.61,88.93,90.59,91.14,92.62,80.5,76.57,85.61,88.93,90.59,91.14,92.62,96.56,97.52,87.55,128,32,4,0.2,0,2,16384.0,0.1
cora_run93sbst6c_GAT,76.57,85.61,88.93,90.59,91.14,92.62,80.5,76.57,85.61,88.93,90.59,91.14,92.62,96.56,97.52,87.55,128,32,4,0.2,0,2,16384.0,0.001
cora_run8yh21pbn_GAT,84.69,88.75,90.41,91.33,91.7,92.44,88.66,84.69,88.75,90.41,91.33,91.7,92.44,96.53,97.41,89.39,128,32,4,0.2,0,2,1024.0,0.01
cora_runxq1mxrsb_GAT,71.96,85.24,90.41,91.33,91.7,92.44,85.48,71.96,85.24,90.41,91.33,91.7,92.44,96.53,97.41,89.39,128,32,4,0.2,0,2,1024.0,0.008
cora_run8cckwwf4_GAT,71.96,85.06,90.41,91.33,91.7,92.44,76.96,71.96,85.06,90.41,91.33,91.7,92.44,96.53,97.41,89.39,128,32,4,0.2,0,2,1024.0,0.007
cora_runpr30aht4_GAT,82.1,88.38,90.41,91.14,92.44,92.25,86.08,82.1,88.38,90.41,91.14,92.44,92.25,96.3,97.37,89.39,128,32,4,0.2,0,2,1024.0,0.015
cora_runmxwc3hdk_GAT,87.64,86.72,90.22,90.96,92.44,92.25,88.27,87.64,86.72,90.22,90.96,92.44,92.25,96.3,97.37,89.39,128,32,4,0.2,0,2,1024.0,0.1
cora_runmtl3a5tf_GAT,87.64,86.72,90.22,90.96,92.44,92.25,88.27,87.64,86.72,90.22,90.96,92.44,92.25,96.3,97.37,89.39,128,32,4,0.2,0,2,1024.0,0.001
cora_runehk291f8_GAT,87.64,86.72,90.22,92.07,92.44,92.62,88.27,87.64,86.72,90.22,92.07,92.44,92.62,96.65,97.58,89.39,128,32,4,0.2,0,2,2048.0,0.01
cora_runehkkmqbs_GAT,87.64,86.72,90.22,92.07,92.44,92.62,88.27,87.64,86.72,90.22,92.07,92.44,92.62,96.65,97.58,89.39,128,32,4,0.2,0,2,2048.0,0.008
cora_run5ycz9sgj_GAT,87.64,86.72,90.22,92.07,92.44,92.62,88.27,87.64,86.72,90.22,92.07,92.44,92.62,96.65,97.58,89.39,128,32,4,0.2,0,2,2048.0,0.007
cora_runt0y5z15r_GAT,87.64,86.72,90.22,92.07,92.44,92.62,88.27,87.64,86.72,90.22,92.07,92.44,92.62,96.65,97.58,91.14,128,32,4,0.2,0,2,2048.0,0.015
cora_rundnat6m83_GAT,86.53,86.72,90.22,92.07,92.44,92.62,88.13,86.53,86.72,90.22,92.07,92.44,92.62,96.65,97.57,91.14,128,32,4,0.2,0,2,2048.0,0.1
cora_runexzvy9zw_GAT,86.53,86.72,90.22,92.07,92.44,92.62,88.13,86.53,86.72,90.22,92.07,92.44,92.62,96.65,97.57,91.14,128,32,4,0.2,0,2,2048.0,0.001
cora_runqkbvnpmq_GAT,86.53,86.72,90.22,92.07,92.44,92.62,88.13,86.53,86.72,90.22,92.07,92.44,92.62,96.64,97.57,91.14,128,32,4,0.2,0,2,8192.0,0.01
cora_run46w8zhoe_GAT,86.53,86.72,90.22,92.07,92.44,92.62,88.13,86.53,86.72,90.22,92.07,92.44,92.62,96.64,97.57,91.14,128,32,4,0.2,0,2,8192.0,0.008
cora_runbvju43o2_GAT,86.53,86.72,90.22,92.07,92.44,92.62,88.13,86.53,86.72,90.22,92.07,92.44,92.62,96.64,97.57,91.14,128,32,4,0.2,0,2,8192.0,0.007
cora_runrqx355im_GAT,86.53,86.72,90.22,92.07,92.44,92.62,88.13,86.53,86.72,90.22,92.07,92.44,92.62,96.64,97.57,91.14,128,32,4,0.2,0,2,8192.0,0.015
cora_run4hgqho4w_GAT,87.64,86.72,90.22,92.07,92.44,92.62,88.13,87.64,86.72,90.22,92.07,92.44,92.62,96.64,97.57,91.14,128,32,4,0.2,0,2,8192.0,0.1
cora_runtcjwtj5q_GAT,87.64,86.72,90.22,92.07,92.44,92.62,88.13,87.64,86.72,90.22,92.07,92.44,92.62,96.64,97.57,91.14,128,32,4,0.2,0,2,8192.0,0.001
cora_runyhb76h4j_GAT,87.64,86.72,90.22,92.07,92.44,92.62,88.13,87.64,86.72,90.22,92.07,92.44,92.62,96.64,97.57,91.14,128,32,4,0.2,0,2,16384.0,0.01
cora_run93koyusr_GAT,87.64,86.72,90.22,92.07,92.44,92.62,88.13,87.64,86.72,90.22,92.07,92.44,92.62,96.64,97.57,91.14,128,32,4,0.2,0,2,16384.0,0.008
cora_runlzo56lcy_GAT,87.64,86.72,90.22,92.07,92.44,92.62,88.13,87.64,86.72,90.22,92.07,92.44,92.62,96.64,97.57,91.14,128,32,4,0.2,0,2,16384.0,0.007
cora_runr7q0u7kg_GAT,87.64,86.72,90.22,92.07,92.25,92.62,88.13,87.64,86.72,90.22,92.07,92.25,92.62,96.64,97.57,88.65,128,32,4,0.2,0,2,16384.0,0.015
cora_run703v6slt_GAT,87.27,86.72,90.22,92.07,92.25,92.62,88.12,87.27,86.72,90.22,92.07,92.25,92.62,96.64,97.57,88.65,128,32,4,0.2,0,2,16384.0,0.1
cora_runl3jh6kez_GAT,87.27,86.72,90.22,92.07,92.25,92.62,88.12,87.27,86.72,90.22,92.07,92.25,92.62,96.64,97.57,88.65,128,32,4,0.2,0,2,16384.0,0.001
cora_runzq8t72l3_GAT,84.32,88.56,90.41,91.33,92.25,92.44,81.87,84.32,88.56,90.41,91.33,92.25,92.44,96.47,97.49,84.87,64,64,4,0.1,0,2,16384.0,0.015
cora_run9maevcg0_GAT,76.94,86.9,90.41,91.33,92.25,92.44,83.06,76.94,86.9,90.41,91.33,92.25,92.44,96.47,97.49,84.87,64,64,2,0.1,0,2,16384.0,0.015
cora_runtqkxcv87_GAT,76.94,86.9,90.41,91.33,91.51,91.88,83.06,76.94,86.9,90.41,91.33,91.51,91.88,96.47,97.49,84.87,64,64,8,0.1,0,2,16384.0,0.015
cora_runarjj8odd_GAT,76.94,86.9,90.41,91.33,91.51,91.88,83.06,76.94,86.9,90.41,91.33,91.51,91.88,96.47,97.49,84.87,64,64,16,0.1,0,2,16384.0,0.015
cora_run5xlsgm8r_GAT,76.94,86.35,90.22,91.33,91.51,91.88,83.06,76.94,86.35,90.22,91.33,91.51,91.88,96.47,97.33,84.87,64,128,4,0.1,0,2,16384.0,0.015
cora_run08c1ieju_GAT,81.0,90.41,90.96,91.14,92.07,92.25,89.16,81.0,90.41,90.96,91.14,92.07,92.25,96.37,97.53,92.99,256,256,4,0.1,0,2,16384.0,0.015
cora_run5ldtuz8w_GAT,84.69,78.97,90.22,91.33,91.51,91.88,86.11,84.69,78.97,90.22,91.33,91.51,91.88,96.39,97.48,84.87,64,128,2,0.1,0,2,16384.0,0.015
cora_runyoch86rq_GAT,81.0,90.41,90.96,91.14,92.07,92.25,89.16,81.0,90.41,90.96,91.14,92.07,92.25,96.37,97.53,92.99,256,256,4,0.1,0,3,16384.0,0.015
cora_runbzcdzv9g_GAT,84.69,78.97,90.22,90.96,91.51,91.88,86.11,84.69,78.97,90.22,90.96,91.51,91.88,96.39,97.48,84.87,64,128,8,0.1,0,2,16384.0,0.015
cora_runzjebt811_GAT,90.22,90.41,90.96,91.14,92.07,92.07,90.52,90.22,90.41,90.96,91.14,92.07,92.07,96.37,97.53,92.99,256,256,4,0.1,0,4,16384.0,0.015
cora_run8ucqr7kd_GAT,84.69,78.97,90.41,91.88,91.51,91.88,86.11,84.69,78.97,90.41,91.88,91.51,91.88,96.39,97.32,84.87,64,128,16,0.1,0,2,16384.0,0.015
cora_runmli2a3h8_GAT,90.22,90.41,90.96,91.14,92.07,92.62,90.52,90.22,90.41,90.96,91.14,92.07,92.62,96.5,97.65,92.99,256,256,4,0.1,0,5,16384.0,0.015
cora_runcyh6uhff_GAT,84.69,84.69,90.41,91.88,91.51,91.88,86.11,84.69,84.69,90.41,91.88,91.51,91.88,96.39,97.32,84.87,64,256,4,0.1,0,2,16384.0,0.015
cora_runhqzp9t0v_GAT,90.22,90.41,90.96,91.14,92.07,92.62,90.52,90.22,90.41,90.96,91.14,92.07,92.62,96.28,97.65,92.99,256,256,4,0.1,0,6,16384.0,0.015
cora_runufso4wym_GAT,84.69,84.69,90.41,91.88,91.51,91.88,86.11,84.69,84.69,90.41,91.88,91.51,91.88,96.39,97.32,84.87,64,256,2,0.1,0,2,16384.0,0.015
cora_run7qbmz5bg_GAT,87.08,90.41,90.96,91.14,92.07,92.62,90.52,87.08,90.41,90.96,91.14,92.07,92.62,96.28,97.65,92.99,256,256,4,0.1,0,7,16384.0,0.015
cora_runa2ecghvx_GAT,84.69,84.69,90.41,91.88,91.51,91.88,86.11,84.69,84.69,90.41,91.88,91.51,91.88,96.39,97.32,84.87,64,256,8,0.1,0,2,16384.0,0.015
cora_run9mhl1abs_GAT,87.08,90.41,90.96,91.14,92.07,92.62,90.52,87.08,90.41,90.96,91.14,92.07,92.62,96.28,97.65,92.99,256,256,2,0.1,0,2,16384.0,0.015
cora_run8swdigqd_GAT,84.69,84.69,90.41,91.88,91.51,91.88,86.11,84.69,84.69,90.41,91.88,91.51,91.88,96.39,97.32,84.87,64,256,16,0.1,0,2,16384.0,0.015
cora_runwzghr9b9_GAT,87.08,90.41,90.96,91.14,92.07,92.62,90.52,87.08,90.41,90.96,91.14,92.07,92.62,96.28,97.65,92.99,256,256,2,0.1,0,3,16384.0,0.015
cora_runytw191xt_GAT,84.69,89.48,90.77,91.88,91.51,91.88,86.11,84.69,89.48,90.77,91.88,91.51,91.88,96.39,97.32,89.02,128,64,4,0.1,0,2,16384.0,0.015
cora_runjoqyik6l_GAT,87.08,90.41,90.22,91.33,91.51,92.25,90.52,87.08,90.41,90.22,91.33,91.51,92.25,96.28,97.65,92.99,256,256,2,0.1,0,4,16384.0,0.015
cora_runrorhl9fz_GAT,72.88,89.48,90.77,91.88,91.51,91.88,81.17,72.88,89.48,90.77,91.88,91.51,91.88,96.39,97.32,90.22,128,64,2,0.1,0,2,16384.0,0.015
cora_runf5xill1h_GAT,87.08,90.41,90.22,91.33,91.51,92.25,90.52,87.08,90.41,90.22,91.33,91.51,92.25,96.28,97.65,92.99,256,256,2,0.1,0,5,16384.0,0.015
cora_rundv93l7pl_GAT,72.88,89.48,90.77,91.88,91.51,91.88,81.17,72.88,89.48,90.77,91.88,91.51,91.88,96.39,97.32,90.22,128,64,8,0.1,0,2,16384.0,0.015
cora_runf72y4f1f_GAT,87.08,90.41,90.22,91.33,91.51,92.25,90.52,87.08,90.41,90.22,91.33,91.51,92.25,96.28,97.65,92.99,256,256,2,0.1,0,6,16384.0,0.015
cora_run8x79fx6q_GAT,72.88,89.48,90.77,91.88,91.51,91.88,81.17,72.88,89.48,90.77,91.88,91.51,91.88,96.39,97.32,90.22,128,64,16,0.1,0,2,16384.0,0.015
cora_run60hqtxw8_GAT,87.08,90.41,90.22,91.33,91.51,92.25,90.52,87.08,90.41,90.22,91.33,91.51,92.25,96.28,97.65,92.99,256,256,2,0.1,0,7,16384.0,0.015
cora_runf7sjhvgt_GAT,72.88,89.48,90.77,91.88,91.51,91.88,81.17,72.88,89.48,90.77,91.88,91.51,91.88,96.39,97.32,90.22,128,128,4,0.1,0,2,16384.0,0.015
cora_run1lopfi3t_GAT,87.08,90.41,90.22,91.33,91.51,92.25,90.52,87.08,90.41,90.22,91.33,91.51,92.25,96.28,97.65,92.99,256,256,8,0.1,0,2,16384.0,0.015
cora_run1q0r86o1_GAT,72.88,89.48,90.77,91.88,91.51,91.88,81.17,72.88,89.48,90.77,91.88,91.51,91.88,96.39,97.32,90.22,128,128,2,0.1,0,2,16384.0,0.015
cora_runp3m5lmyy_GAT,87.08,90.41,90.22,91.33,91.51,92.25,90.52,87.08,90.41,90.22,91.33,91.51,92.25,96.28,97.65,92.99,256,256,8,0.1,0,3,16384.0,0.015
cora_run4wq8mlev_GAT,72.88,89.48,91.33,91.88,91.51,91.88,81.17,72.88,89.48,91.33,91.88,91.51,91.88,96.39,97.32,92.9,128,128,8,0.1,0,2,16384.0,0.015
cora_runvdigifze_GAT,87.08,90.41,90.22,91.33,91.51,92.25,90.52,87.08,90.41,90.22,91.33,91.51,92.25,96.67,97.65,92.99,256,256,8,0.1,0,4,16384.0,0.015
cora_runhx7isdna_GAT,72.88,89.48,91.33,91.88,91.51,91.88,81.17,72.88,89.48,91.33,91.88,91.51,91.88,96.39,97.32,92.9,128,128,16,0.1,0,2,16384.0,0.015
cora_runevs34w9d_GAT,87.08,90.41,90.22,91.33,91.51,92.25,90.52,87.08,90.41,90.22,91.33,91.51,92.25,96.67,97.65,92.99,256,256,8,0.1,0,5,16384.0,0.015
cora_runtzzs81ul_GAT,72.88,89.48,91.33,91.88,91.51,91.88,81.17,72.88,89.48,91.33,91.88,91.51,91.88,96.39,97.32,92.9,128,256,4,0.1,0,2,16384.0,0.015
cora_runfprn5kk2_GAT,87.08,90.41,90.22,91.33,91.51,92.25,90.52,87.08,90.41,90.22,91.33,91.51,92.25,96.67,97.65,92.99,256,256,8,0.1,0,6,16384.0,0.015
cora_runovcpvvm6_GAT,72.88,89.48,90.41,91.88,91.51,91.88,81.17,72.88,89.48,90.41,91.88,91.51,91.88,96.39,97.32,92.9,128,256,2,0.1,0,2,16384.0,0.015
cora_runujq2pyl5_GAT,87.08,90.41,90.22,91.33,91.51,92.25,90.52,87.08,90.41,90.22,91.33,91.51,92.25,96.67,97.65,89.67,256,256,8,0.1,0,7,16384.0,0.015
cora_run1uco9dq3_GAT,72.88,89.48,90.41,91.51,91.51,91.88,81.17,72.88,89.48,90.41,91.51,91.51,91.88,96.39,97.32,92.9,128,256,8,0.1,0,2,16384.0,0.015
cora_runwtijlmdu_GAT,87.08,90.41,90.22,91.33,91.51,92.44,90.52,87.08,90.41,90.22,91.33,91.51,92.44,96.67,97.65,89.67,256,256,16,0.1,0,2,16384.0,0.015
cora_runj3cnwqns_GAT,72.88,89.48,90.41,91.51,91.51,91.88,81.17,72.88,89.48,90.41,91.51,91.51,91.88,96.39,97.32,92.9,128,256,16,0.1,0,2,16384.0,0.015
cora_runc8jis6tc_GAT,87.08,90.41,90.22,91.33,91.51,92.44,90.52,87.08,90.41,90.22,91.33,91.51,92.44,96.67,97.65,89.67,256,256,16,0.1,0,3,16384.0,0.015
cora_run8n627iw4_GAT,72.88,89.85,90.96,91.51,91.51,91.88,81.17,72.88,89.85,90.96,91.51,91.51,91.88,96.39,97.32,93.45,256,64,4,0.1,0,2,16384.0,0.015
cora_run3dnzc6f9_GAT,88.38,90.41,90.22,91.33,91.51,92.44,89.21,88.38,90.41,90.22,91.33,91.51,92.44,96.67,97.65,89.67,256,256,16,0.1,0,4,16384.0,0.015
cora_run30r22x12_GAT,72.88,89.85,90.96,91.51,91.51,91.88,81.17,72.88,89.85,90.96,91.51,91.51,91.88,96.39,97.32,93.45,256,64,2,0.1,0,2,16384.0,0.015
cora_run9eqmqoff_GAT,88.38,90.41,90.22,91.33,91.51,92.44,89.21,88.38,90.41,90.22,91.33,91.51,92.44,96.67,97.65,89.67,256,256,16,0.1,0,5,16384.0,0.015
cora_runet8cioo2_GAT,72.88,89.85,90.96,91.51,91.51,91.88,81.17,72.88,89.85,90.96,91.51,91.51,91.88,96.39,97.32,93.45,256,64,8,0.1,0,2,16384.0,0.015
cora_run07nw1tg5_GAT,88.38,90.41,90.22,91.33,91.51,92.44,89.21,88.38,90.41,90.22,91.33,91.51,92.44,96.67,97.65,89.67,256,256,16,0.1,0,6,16384.0,0.015
cora_runhlkd1nc3_GAT,72.88,89.85,90.96,91.51,91.51,91.88,81.17,72.88,89.85,90.96,91.51,91.51,91.88,96.39,97.32,93.45,256,64,16,0.1,0,2,16384.0,0.015
cora_runi8qnryia_GAT,88.38,90.41,90.22,91.33,91.51,92.44,89.21,88.38,90.41,90.22,91.33,91.51,92.44,96.67,97.65,89.67,256,256,16,0.1,0,7,16384.0,0.015
cora_run3gnwp13d_GAT,72.88,89.85,90.96,91.51,91.51,91.88,81.17,72.88,89.85,90.96,91.51,91.51,91.88,96.39,97.32,93.45,256,128,4,0.1,0,2,16384.0,0.015
cora_runt309ntm4_GAT,72.88,89.48,90.96,91.51,91.51,91.88,81.17,72.88,89.48,90.96,91.51,91.51,91.88,96.39,97.32,93.45,256,128,2,0.1,0,2,16384.0,0.015
cora_runyyj426k0_GAT,72.88,89.48,90.96,91.51,91.51,91.88,81.17,72.88,89.48,90.96,91.51,91.51,91.88,96.39,97.32,93.45,256,128,8,0.1,0,2,16384.0,0.015
cora_run0r3xdysh_GAT,72.88,89.48,90.96,91.51,91.51,91.88,81.17,72.88,89.48,90.96,91.51,91.51,91.88,96.39,97.32,93.45,256,128,16,0.1,0,2,16384.0,0.015
cora_runbofvqsoq_GAT,72.88,89.48,90.96,91.51,91.51,91.88,81.17,72.88,89.48,90.96,91.51,91.51,91.88,96.39,97.32,93.45,256,256,4,0.1,0,2,16384.0,0.015
cora_runkhq92v07_GAT,72.88,89.48,90.96,91.51,91.51,91.88,89.77,72.88,89.48,90.96,91.51,91.51,91.88,96.39,97.32,91.24,256,256,2,0.1,0,2,16384.0,0.015
cora_runbmjrfszs_GAT,72.88,89.48,90.96,91.51,91.51,91.88,88.81,72.88,89.48,90.96,91.51,91.51,91.88,96.39,97.32,91.24,256,256,8,0.1,0,2,16384.0,0.015
cora_run6ei28bj8_GAT,72.88,89.48,90.96,91.51,91.51,91.88,88.81,72.88,89.48,90.96,91.51,91.51,91.88,96.39,97.32,91.24,256,256,16,0.1,0,2,16384.0,0.015
cora_runn2xjrkuf_GAT,84.69,88.75,90.41,91.51,92.25,92.44,81.87,84.69,88.75,90.41,91.51,92.25,92.44,96.44,97.48,84.69,64,64,4,0.1,0,5,,0.015
cora_runhq4qoxgh_GAT,74.91,86.72,89.67,91.51,92.25,92.44,81.97,74.91,86.72,89.67,91.51,92.25,92.44,96.44,97.48,84.69,64,64,4,0.1,0,6,,0.015
cora_runps8iuo9t_GAT,74.91,86.72,90.22,91.51,91.51,91.88,81.97,74.91,86.72,90.22,91.51,91.51,91.88,96.44,97.48,84.69,64,64,4,0.1,0,7,,0.015
