Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,acc,out_channels,hidden_channels,heads,negative_slope,dropout,num_layers,batch_size,base_lr
cora_runff3ahjqw_GAT,74.91,87.45,90.22,91.7,91.51,91.88,81.97,74.91,87.45,90.22,91.7,91.51,91.88,96.44,97.48,84.69,64,64,2,0.1,0,5,,0.015
cora_runsr12jzal_GAT,74.91,87.08,90.59,91.7,91.51,91.88,81.97,74.91,87.08,90.59,91.7,91.51,91.88,96.44,97.26,84.69,64,64,2,0.1,0,6,,0.015
cora_run36xjcvuh_GAT,84.69,87.08,90.59,91.7,91.51,91.88,86.1,84.69,87.08,90.59,91.7,91.51,91.88,96.39,97.48,84.69,64,64,2,0.1,0,7,,0.015
cora_run6bb65hm2_GAT,84.69,87.08,90.59,90.96,91.51,91.88,86.1,84.69,87.08,90.59,90.96,91.51,91.88,96.39,97.48,84.69,64,64,8,0.1,0,5,,0.015
cora_runqsl1af9d_GAT,84.69,87.08,90.41,90.96,91.51,91.88,86.1,84.69,87.08,90.41,90.96,91.51,91.88,96.39,97.31,84.69,64,64,8,0.1,0,6,,0.015
cora_run8cr3y8qy_GAT,84.69,88.01,90.41,90.96,91.51,91.88,86.1,84.69,88.01,90.41,90.96,91.51,91.88,96.39,97.31,84.69,64,64,8,0.1,0,7,,0.015
cora_runlud902gl_GAT,84.69,88.01,90.41,90.96,91.51,91.88,86.1,84.69,88.01,90.41,90.96,91.51,91.88,96.39,97.31,84.69,64,64,16,0.1,0,5,,0.015
cora_run22yb73ax_GAT,84.69,88.01,90.41,90.96,91.51,91.88,86.1,84.69,88.01,90.41,90.96,91.51,91.88,96.39,97.31,84.69,64,64,16,0.1,0,6,,0.015
cora_runrhsc7mw1_GAT,84.69,88.01,90.41,90.96,91.51,91.88,86.1,84.69,88.01,90.41,90.96,91.51,91.88,96.39,97.31,84.69,64,64,16,0.1,0,7,,0.015
cora_run94uisoos_GAT,84.69,88.01,90.41,90.96,91.51,91.88,86.1,84.69,88.01,90.41,90.96,91.51,91.88,96.39,97.31,84.69,64,128,4,0.1,0,5,,0.015
cora_run20rp020s_GAT,77.49,88.01,90.41,90.96,91.51,91.88,86.1,77.49,88.01,90.41,90.96,91.51,91.88,96.39,97.31,84.69,64,128,4,0.1,0,6,,0.015
cora_run2rpaqdcc_GAT,77.49,88.01,90.41,90.96,91.51,91.88,86.1,77.49,88.01,90.41,90.96,91.51,91.88,96.39,97.31,89.3,64,128,4,0.1,0,7,,0.015
cora_runskjgcuew_GAT,77.49,88.01,90.41,90.96,91.51,91.88,86.1,77.49,88.01,90.41,90.96,91.51,91.88,96.39,97.31,89.3,64,128,2,0.1,0,5,,0.015
cora_runp40elzt8_GAT,77.49,88.01,90.41,90.96,91.51,91.88,86.1,77.49,88.01,90.41,90.96,91.51,91.88,96.39,97.31,89.3,64,128,2,0.1,0,6,,0.015
cora_run232yks1f_GAT,77.49,88.01,90.41,90.96,91.51,91.88,86.1,77.49,88.01,90.41,90.96,91.51,91.88,96.39,97.31,89.3,64,128,2,0.1,0,7,,0.015
cora_runva1946fz_GAT,77.49,88.01,90.41,90.96,91.51,91.88,86.1,77.49,88.01,90.41,90.96,91.51,91.88,96.39,97.31,89.3,64,128,8,0.1,0,5,,0.015
cora_runq18rio40_GAT,77.49,88.01,90.41,90.96,91.51,91.88,86.1,77.49,88.01,90.41,90.96,91.51,91.88,96.39,97.31,89.3,64,128,8,0.1,0,6,,0.015
cora_run1iha1bll_GAT,77.49,88.01,90.41,90.96,91.51,91.88,86.1,77.49,88.01,90.41,90.96,91.51,91.88,96.39,97.31,89.3,64,128,8,0.1,0,7,,0.015
cora_runp498m109_GAT,77.49,88.01,90.22,90.96,91.51,91.88,86.1,77.49,88.01,90.22,90.96,91.51,91.88,96.39,97.31,89.3,64,128,16,0.1,0,5,,0.015
cora_runoqtfmjxa_GAT,77.49,88.01,90.22,91.14,91.51,91.88,86.1,77.49,88.01,90.22,91.14,91.51,91.88,96.39,97.31,89.3,64,128,16,0.1,0,6,,0.015
cora_runmvlsjjvi_GAT,77.49,88.01,90.22,91.14,91.51,91.88,86.1,77.49,88.01,90.22,91.14,91.51,91.88,96.39,97.31,89.3,64,128,16,0.1,0,7,,0.015
cora_runti457wmm_GAT,77.49,88.01,90.22,91.14,91.51,91.88,86.1,77.49,88.01,90.22,91.14,91.51,91.88,96.39,97.31,89.3,64,256,4,0.1,0,5,,0.015
cora_run34ckxdms_GAT,77.49,88.01,90.22,91.14,91.51,91.88,86.1,77.49,88.01,90.22,91.14,91.51,91.88,96.39,97.31,89.3,64,256,4,0.1,0,6,,0.015
cora_runab7onvul_GAT,77.49,88.01,90.22,91.14,91.51,91.88,86.1,77.49,88.01,90.22,91.14,91.51,91.88,96.39,97.31,89.3,64,256,4,0.1,0,7,,0.015
cora_run6nge5his_GAT,77.49,88.01,90.22,91.14,91.51,92.62,86.1,77.49,88.01,90.22,91.14,91.51,92.62,96.39,97.31,89.3,64,256,2,0.1,0,5,,0.015
cora_runimeu601k_GAT,77.49,88.01,90.22,91.14,91.51,92.62,86.1,77.49,88.01,90.22,91.14,91.51,92.62,96.39,97.31,89.3,64,256,2,0.1,0,6,,0.015
cora_runzvcwhwot_GAT,77.49,88.01,90.22,91.14,91.51,92.62,86.1,77.49,88.01,90.22,91.14,91.51,92.62,96.39,97.31,89.3,64,256,2,0.1,0,7,,0.015
cora_run1k0pjc9u_GAT,77.49,88.01,90.41,91.14,91.51,92.62,86.1,77.49,88.01,90.41,91.14,91.51,92.62,96.39,97.31,89.3,64,256,8,0.1,0,5,,0.015
cora_runv7sm8gfd_GAT,77.49,88.01,90.41,91.14,91.51,92.62,86.1,77.49,88.01,90.41,91.14,91.51,92.62,96.39,97.31,89.3,64,256,8,0.1,0,6,,0.015
cora_runtcfq3zq1_GAT,77.49,89.48,90.41,91.14,91.51,92.62,86.1,77.49,89.48,90.41,91.14,91.51,92.62,96.39,97.31,89.3,64,256,8,0.1,0,7,,0.015
cora_runfym6df4l_GAT,77.49,86.9,90.41,91.14,91.51,92.62,86.1,77.49,86.9,90.41,91.14,91.51,92.62,96.39,97.31,89.3,64,256,16,0.1,0,5,,0.015
cora_runm15ymk19_GAT,77.49,86.9,90.41,91.14,91.51,92.62,86.1,77.49,86.9,90.41,91.14,91.51,92.62,96.39,97.31,89.3,64,256,16,0.1,0,6,,0.015
cora_runq32flk7n_GAT,77.49,86.9,90.41,91.14,91.51,92.62,86.1,77.49,86.9,90.41,91.14,91.51,92.62,96.39,97.31,89.3,64,256,16,0.1,0,7,,0.015
cora_runddlu32im_GAT,77.49,86.9,90.41,91.14,91.51,92.62,86.1,77.49,86.9,90.41,91.14,91.51,92.62,96.39,97.31,89.3,64,512,4,0.1,0,5,,0.015
cora_run9sz63wxf_GAT,77.49,86.9,90.41,91.14,91.88,92.62,86.1,77.49,86.9,90.41,91.14,91.88,92.62,96.39,97.31,89.3,64,512,4,0.1,0,6,,0.015
cora_runhad379jk_GAT,77.49,86.9,90.41,91.14,91.88,92.62,86.1,77.49,86.9,90.41,91.14,91.88,92.62,96.39,97.31,89.3,64,512,4,0.1,0,7,,0.015
cora_runc3hbhjj4_GAT,77.49,86.9,90.41,91.14,91.88,92.62,86.1,77.49,86.9,90.41,91.14,91.88,92.62,96.39,97.31,89.3,64,512,2,0.1,0,5,,0.015
cora_run5re2koez_GAT,77.49,86.9,90.41,91.14,91.88,92.62,86.1,77.49,86.9,90.41,91.14,91.88,92.62,96.39,97.55,86.35,64,512,2,0.1,0,6,,0.015
cora_runwpu99i6e_GAT,85.06,86.9,90.41,91.14,91.88,92.62,86.82,85.06,86.9,90.41,91.14,91.88,92.62,96.39,97.55,86.35,64,512,2,0.1,0,7,,0.015
cora_runqm8ekp2g_GAT,85.06,86.9,90.41,91.14,91.88,92.62,86.82,85.06,86.9,90.41,91.14,91.88,92.62,96.39,97.55,86.35,64,512,8,0.1,0,5,,0.015
cora_runw2o1psfj_GAT,85.06,86.9,90.41,91.14,91.88,92.62,86.82,85.06,86.9,90.41,91.14,91.88,92.62,96.39,97.55,86.35,64,512,8,0.1,0,6,,0.015
cora_runplohnll1_GAT,85.06,86.9,90.41,91.14,91.88,92.62,86.82,85.06,86.9,90.41,91.14,91.88,92.62,96.39,97.55,86.35,64,512,8,0.1,0,7,,0.015
cora_runx6c4monk_GAT,85.06,86.9,90.41,91.14,91.88,92.62,86.82,85.06,86.9,90.41,91.14,91.88,92.62,96.39,97.55,86.35,64,512,16,0.1,0,5,,0.015
cora_run3dgp9bk3_GAT,85.06,86.9,90.41,91.14,91.88,92.62,86.82,85.06,86.9,90.41,91.14,91.88,92.62,96.39,97.55,86.35,64,512,16,0.1,0,6,,0.015
cora_run16n61027_GAT,85.06,86.9,90.41,91.14,91.88,92.62,86.82,85.06,86.9,90.41,91.14,91.88,92.62,96.39,97.55,86.35,64,512,16,0.1,0,7,,0.015
cora_run9egybav0_GAT,85.06,86.9,90.77,91.14,91.88,92.62,86.82,85.06,86.9,90.77,91.14,91.88,92.62,96.39,97.55,86.35,128,64,4,0.1,0,5,,0.015
cora_runywq37p5w_GAT,85.06,86.9,90.22,91.14,91.88,92.62,86.82,85.06,86.9,90.22,91.14,91.88,92.62,96.39,97.55,86.35,128,64,4,0.1,0,6,,0.015
cora_run7vd3alsj_GAT,85.06,86.9,90.22,91.14,91.88,92.62,86.82,85.06,86.9,90.22,91.14,91.88,92.62,96.39,97.55,89.3,128,64,4,0.1,0,7,,0.015
cora_runyb5eo84p_GAT,85.06,86.9,91.51,91.14,91.88,92.62,86.82,85.06,86.9,91.51,91.14,91.88,92.62,96.39,97.55,89.3,128,64,2,0.1,0,5,,0.015
cora_runaulfko77_GAT,85.06,86.9,91.51,91.14,91.88,92.62,86.82,85.06,86.9,91.51,91.14,91.88,92.62,96.39,97.55,89.3,128,64,2,0.1,0,6,,0.015
cora_run003qdnxx_GAT,85.06,86.9,91.51,91.14,91.88,92.62,86.82,85.06,86.9,91.51,91.14,91.88,92.62,96.39,97.55,91.7,128,64,2,0.1,0,7,,0.015
cora_runpz49h2ch_GAT,85.06,89.85,91.51,91.14,91.88,92.62,89.09,85.06,89.85,91.51,91.14,91.88,92.62,96.39,97.55,91.7,128,64,8,0.1,0,5,,0.015
cora_run091w5uvb_GAT,88.75,88.75,91.51,91.14,91.88,92.62,88.82,88.75,88.75,91.51,91.14,91.88,92.62,96.39,97.55,91.7,128,64,8,0.1,0,6,,0.015
cora_runeu1j7tc5_GAT,88.75,88.75,91.51,91.14,91.88,92.62,88.82,88.75,88.75,91.51,91.14,91.88,92.62,96.39,97.55,91.7,128,64,8,0.1,0,7,,0.015
cora_run3zowivtr_GAT,88.75,88.75,91.51,91.14,91.88,92.62,88.82,88.75,88.75,91.51,91.14,91.88,92.62,96.39,97.55,91.7,128,64,16,0.1,0,5,,0.015
cora_run71vxw11q_GAT,88.75,88.75,91.51,91.14,91.88,92.62,88.82,88.75,88.75,91.51,91.14,91.88,92.62,96.39,97.55,87.27,128,64,16,0.1,0,6,,0.015
cora_run4zul7ibr_GAT,88.75,88.75,91.51,91.14,91.88,92.62,88.82,88.75,88.75,91.51,91.14,91.88,92.62,96.39,97.55,87.27,128,64,16,0.1,0,7,,0.015
cora_rungmgm9n2v_GAT,88.75,88.75,91.51,91.14,91.88,92.62,88.82,88.75,88.75,91.51,91.14,91.88,92.62,96.39,97.55,87.27,128,128,4,0.1,0,5,,0.015
cora_runk0m59ltm_GAT,88.75,88.75,91.51,91.14,91.88,92.62,88.82,88.75,88.75,91.51,91.14,91.88,92.62,96.39,97.55,87.27,128,128,4,0.1,0,6,,0.015
cora_runo2tmq1xq_GAT,88.75,88.75,91.51,91.14,91.88,92.62,88.82,88.75,88.75,91.51,91.14,91.88,92.62,96.39,97.55,87.27,128,128,4,0.1,0,7,,0.015
cora_runyfyyynse_GAT,88.75,88.75,91.51,91.14,91.88,92.62,88.82,88.75,88.75,91.51,91.14,91.88,92.62,96.39,97.55,87.27,128,128,2,0.1,0,5,,0.015
cora_runds3wfwdd_GAT,88.75,88.75,91.51,91.14,91.88,92.62,88.82,88.75,88.75,91.51,91.14,91.88,92.62,96.39,97.55,87.27,128,128,2,0.1,0,6,,0.015
cora_runr0u5n4x5_GAT,88.75,88.75,91.51,91.14,91.88,92.62,88.82,88.75,88.75,91.51,91.14,91.88,92.62,96.39,97.55,87.27,128,128,2,0.1,0,7,,0.015
cora_runnwr6uf32_GAT,88.75,88.75,91.51,91.14,91.88,92.07,88.82,88.75,88.75,91.51,91.14,91.88,92.07,96.39,97.55,90.68,128,128,8,0.1,0,5,,0.015
cora_runb8nbbo32_GAT,88.75,88.75,91.51,91.14,91.88,92.07,88.82,88.75,88.75,91.51,91.14,91.88,92.07,96.39,97.55,90.68,128,128,8,0.1,0,6,,0.015
cora_runxhy42pgi_GAT,88.75,88.75,91.51,91.14,91.88,92.07,88.82,88.75,88.75,91.51,91.14,91.88,92.07,96.39,97.55,90.68,128,128,8,0.1,0,7,,0.015
cora_rung7e8ql89_GAT,88.75,88.75,91.51,91.14,91.88,92.07,88.82,88.75,88.75,91.51,91.14,91.88,92.07,96.39,97.55,90.68,128,128,16,0.1,0,5,,0.015
cora_runnlpre01q_GAT,88.75,88.75,91.51,91.14,91.88,92.07,88.82,88.75,88.75,91.51,91.14,91.88,92.07,96.39,97.55,90.68,128,128,16,0.1,0,6,,0.015
cora_runcashuuby_GAT,88.75,88.75,91.51,91.14,91.88,92.07,88.82,88.75,88.75,91.51,91.14,91.88,92.07,96.39,97.55,90.68,128,128,16,0.1,0,7,,0.015
cora_runz3xmmmms_GAT,88.75,88.75,91.51,91.14,91.88,92.07,88.82,88.75,88.75,91.51,91.14,91.88,92.07,96.39,97.55,90.68,128,256,4,0.1,0,5,,0.015
cora_runr83liq66_GAT,88.75,88.75,91.51,91.14,91.88,92.07,88.82,88.75,88.75,91.51,91.14,91.88,92.07,96.39,97.55,90.68,128,256,4,0.1,0,6,,0.015
cora_runw3kfhfwe_GAT,88.75,88.75,91.51,91.14,91.88,92.07,88.82,88.75,88.75,91.51,91.14,91.88,92.07,96.39,97.55,90.68,128,256,4,0.1,0,7,,0.015
cora_runfiwpv19i_GAT,88.75,88.75,91.51,91.14,91.88,92.07,88.82,88.75,88.75,91.51,91.14,91.88,92.07,96.39,97.55,90.68,128,256,2,0.1,0,5,,0.015
cora_run5ch1clg3_GAT,88.75,88.75,91.51,91.14,91.88,92.07,88.82,88.75,88.75,91.51,91.14,91.88,92.07,96.39,97.55,90.68,128,256,2,0.1,0,6,,0.015
cora_runyqhhjh0m_GAT,88.75,87.45,91.51,91.14,91.88,92.07,88.82,88.75,87.45,91.51,91.14,91.88,92.07,96.39,97.55,90.68,128,256,2,0.1,0,7,,0.015
cora_runtlthu782_GAT,88.75,87.45,91.51,91.14,91.88,92.07,88.82,88.75,87.45,91.51,91.14,91.88,92.07,96.39,97.55,90.68,128,256,8,0.1,0,5,,0.015
cora_run168q4kew_GAT,88.75,87.45,91.51,91.14,91.88,92.07,88.82,88.75,87.45,91.51,91.14,91.88,92.07,96.39,97.55,90.68,128,256,8,0.1,0,6,,0.015
cora_runf3fasas7_GAT,88.75,87.45,91.51,91.14,91.88,92.07,88.82,88.75,87.45,91.51,91.14,91.88,92.07,96.39,97.55,90.68,128,256,8,0.1,0,7,,0.015
cora_run4smp6qx3_GAT,88.75,87.45,91.51,91.14,91.88,92.07,88.82,88.75,87.45,91.51,91.14,91.88,92.07,96.39,97.55,84.41,128,256,16,0.1,0,5,,0.015
cora_runimqaenlz_GAT,88.75,87.45,91.51,91.14,91.88,92.07,88.82,88.75,87.45,91.51,91.14,91.88,92.07,96.39,97.55,88.28,128,256,16,0.1,0,6,,0.015
cora_run9p1f0oqe_GAT,88.75,87.45,91.51,91.14,91.88,92.07,88.82,88.75,87.45,91.51,91.14,91.88,92.07,96.39,97.55,88.28,128,256,16,0.1,0,7,,0.015
cora_runaps6g78a_GAT,88.75,87.45,91.51,91.14,91.88,92.07,88.82,88.75,87.45,91.51,91.14,91.88,92.07,96.39,97.55,88.28,128,512,4,0.1,0,5,,0.015
cora_runf53gg6k3_GAT,88.75,85.61,91.51,91.14,91.88,92.07,88.82,88.75,85.61,91.51,91.14,91.88,92.07,96.39,97.55,88.28,128,512,4,0.1,0,6,,0.015
cora_runq4zob8t7_GAT,88.75,85.61,91.51,91.14,91.88,92.07,88.82,88.75,85.61,91.51,91.14,91.88,92.07,96.39,97.55,88.28,128,512,4,0.1,0,7,,0.015
cora_runq9ivrmcg_GAT,88.75,85.61,91.51,91.14,91.88,92.07,88.82,88.75,85.61,91.51,91.14,91.88,92.07,96.39,97.55,88.28,128,512,2,0.1,0,5,,0.015
cora_runb5r5hgkk_GAT,88.56,85.61,91.51,91.14,91.88,92.07,89.37,88.56,85.61,91.51,91.14,91.88,92.07,96.39,97.55,88.28,128,512,2,0.1,0,6,,0.015
cora_runejicdwut_GAT,88.56,85.61,91.51,91.14,91.88,92.07,89.37,88.56,85.61,91.51,91.14,91.88,92.07,96.39,97.55,82.75,128,512,2,0.1,0,7,,0.015
cora_run3wcs27q2_GAT,88.56,85.61,91.51,91.14,91.88,92.07,89.37,88.56,85.61,91.51,91.14,91.88,92.07,96.39,97.55,82.75,128,512,8,0.1,0,5,,0.015
cora_run3f2ojsg4_GAT,88.56,85.61,91.51,91.14,91.88,92.07,89.37,88.56,85.61,91.51,91.14,91.88,92.07,96.39,97.55,82.75,128,512,8,0.1,0,6,,0.015
cora_runtc9b48wn_GAT,88.56,85.61,91.51,91.7,91.88,92.07,89.37,88.56,85.61,91.51,91.7,91.88,92.07,96.39,97.55,82.75,128,512,8,0.1,0,7,,0.015
cora_run5748l9vn_GAT,88.56,85.61,91.51,91.7,91.88,92.07,89.37,88.56,85.61,91.51,91.7,91.88,92.07,96.39,97.55,82.75,128,512,16,0.1,0,5,,0.015
cora_run3cajeoen_GAT,88.56,85.61,91.51,91.7,91.88,92.07,89.37,88.56,85.61,91.51,91.7,91.88,92.07,96.39,97.55,82.75,128,512,16,0.1,0,6,,0.015
cora_runzqz30b1h_GAT,88.56,85.61,91.51,91.7,91.88,92.07,89.37,88.56,85.61,91.51,91.7,91.88,92.07,96.39,97.55,82.75,128,512,16,0.1,0,7,,0.015
cora_run9wh07t4n_GAT,88.56,90.04,91.51,91.7,91.88,92.07,89.37,88.56,90.04,91.51,91.7,91.88,92.07,96.39,97.55,82.75,256,64,4,0.1,0,5,,0.015
cora_run3152vcp1_GAT,88.56,90.04,91.51,91.7,91.88,92.07,89.37,88.56,90.04,91.51,91.7,91.88,92.07,96.39,97.55,82.75,256,64,4,0.1,0,6,,0.015
cora_runaoggblnu_GAT,88.56,90.04,91.51,91.7,91.88,92.07,89.37,88.56,90.04,91.51,91.7,91.88,92.07,96.39,97.55,82.75,256,64,4,0.1,0,7,,0.015
cora_runryccy89z_GAT,88.56,90.04,91.51,91.7,91.88,92.07,89.37,88.56,90.04,91.51,91.7,91.88,92.07,96.39,97.55,82.75,256,64,2,0.1,0,5,,0.015
cora_runs5u311ku_GAT,88.56,90.04,91.51,91.7,91.88,92.07,89.37,88.56,90.04,91.51,91.7,91.88,92.07,96.39,97.55,82.75,256,64,2,0.1,0,6,,0.015
cora_rundbovlat0_GAT,88.56,90.04,91.51,91.7,91.88,92.07,89.37,88.56,90.04,91.51,91.7,91.88,92.07,96.39,97.55,82.75,256,64,2,0.1,0,7,,0.015
cora_run39rtmep9_GAT,88.56,90.04,91.51,91.7,91.88,92.07,89.37,88.56,90.04,91.51,91.7,91.88,92.07,96.39,97.55,91.51,256,64,8,0.1,0,5,,0.015
cora_run6ibbufie_GAT,88.56,90.04,91.51,91.7,91.88,92.07,89.37,88.56,90.04,91.51,91.7,91.88,92.07,96.39,97.55,91.51,256,64,8,0.1,0,6,,0.015
cora_runv2brfdvx_GAT,88.56,90.04,91.51,91.7,91.88,92.07,89.37,88.56,90.04,91.51,91.7,91.88,92.07,96.39,97.55,91.51,256,64,8,0.1,0,7,,0.015
cora_run1nzxr2dj_GAT,88.56,90.04,91.51,91.7,91.88,92.07,89.37,88.56,90.04,91.51,91.7,91.88,92.07,96.39,97.55,91.51,256,64,16,0.1,0,5,,0.015
cora_runson9wv1t_GAT,88.56,90.04,91.51,91.7,91.88,92.07,89.37,88.56,90.04,91.51,91.7,91.88,92.07,96.39,97.55,91.51,256,64,16,0.1,0,6,,0.015
cora_runm2mwg6kq_GAT,88.56,90.04,91.51,91.7,91.88,92.07,89.37,88.56,90.04,91.51,91.7,91.88,92.07,96.39,97.55,91.51,256,64,16,0.1,0,7,,0.015
cora_runvq7zlot9_GAT,88.56,90.04,91.51,91.7,91.88,92.07,89.37,88.56,90.04,91.51,91.7,91.88,92.07,96.39,97.55,91.51,256,128,4,0.1,0,5,,0.015
cora_run75gnwt24_GAT,88.56,90.04,91.51,91.7,91.88,92.07,89.37,88.56,90.04,91.51,91.7,91.88,92.07,96.39,97.55,91.51,256,128,4,0.1,0,6,,0.015
cora_runz01vvufy_GAT,88.56,90.04,91.51,91.7,91.88,92.07,89.37,88.56,90.04,91.51,91.7,91.88,92.07,96.39,97.55,91.51,256,128,4,0.1,0,7,,0.015
cora_runmo2snie6_GAT,88.56,90.04,91.51,91.7,91.88,92.07,89.37,88.56,90.04,91.51,91.7,91.88,92.07,96.39,97.55,91.51,256,128,2,0.1,0,5,,0.015
cora_run6x62go3b_GAT,88.56,90.04,91.51,91.7,91.88,92.07,89.37,88.56,90.04,91.51,91.7,91.88,92.07,96.39,97.55,91.51,256,128,2,0.1,0,6,,0.015
cora_runfmfbun2o_GAT,88.56,90.04,91.51,91.7,91.88,92.07,89.37,88.56,90.04,91.51,91.7,91.88,92.07,96.39,97.55,91.51,256,128,2,0.1,0,7,,0.015
cora_runoy5ohcqw_GAT,88.56,90.04,91.51,91.7,91.88,92.07,89.37,88.56,90.04,91.51,91.7,91.88,92.07,96.39,97.55,91.51,256,128,8,0.1,0,5,,0.015
cora_runacp8iz0f_GAT,88.56,90.04,91.51,91.7,91.88,92.07,89.37,88.56,90.04,91.51,91.7,91.88,92.07,96.39,97.55,91.51,256,128,8,0.1,0,6,,0.015
cora_rungylm78y7_GAT,88.56,90.04,91.51,91.7,91.88,92.07,89.37,88.56,90.04,91.51,91.7,91.88,92.07,96.39,97.55,91.51,256,128,8,0.1,0,7,,0.015
cora_runw7pj9l71_GAT,88.56,90.04,91.51,91.7,91.88,92.07,89.37,88.56,90.04,91.51,91.7,91.88,92.07,96.39,97.55,91.51,256,128,16,0.1,0,5,,0.015
cora_rund3l1ve8m_GAT,88.56,90.04,91.51,91.7,91.88,92.07,89.37,88.56,90.04,91.51,91.7,91.88,92.07,96.39,97.55,91.51,256,128,16,0.1,0,6,,0.015
cora_runcfzlovnp_GAT,88.56,90.04,91.51,91.7,91.88,92.07,89.37,88.56,90.04,91.51,91.7,91.88,92.07,96.39,97.55,91.51,256,128,16,0.1,0,7,,0.015
cora_runmv78riub_GAT,88.56,90.04,91.51,91.7,91.88,92.07,89.37,88.56,90.04,91.51,91.7,91.88,92.07,96.39,97.55,91.51,256,256,4,0.1,0,5,,0.015
