Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,acc,base_lr,batch_size,out_channels,hidden_channels,heads,negative_slope,dropout,num_layers,epochs
cora_rung42q9orj_GAT,73.25,80.44,88.01,90.04,91.33,92.44,78.94,73.25,80.44,88.01,90.04,91.33,92.44,96.83,97.57,83.58,0.01,1024,32,128,4,0.1,0.0,5,10000
cora_runqg2xo4of_GAT,73.06,80.44,88.01,90.04,91.33,92.07,78.85,73.06,80.44,88.01,90.04,91.33,92.07,96.83,97.56,83.67,0.01,1024,32,128,4,0.2,0.0,5,10000
cora_run2p7j8jhe_GAT,73.25,80.44,88.01,90.04,91.33,92.44,78.94,73.25,80.44,88.01,90.04,91.33,92.44,96.83,97.57,83.58,0.01,1024,32,128,4,0.1,0.0,6,10000
cora_runymhmevj2_GAT,73.06,80.44,88.01,90.04,91.33,92.07,78.85,73.06,80.44,88.01,90.04,91.33,92.07,96.83,97.56,83.67,0.01,1024,32,128,4,0.2,0.0,6,10000
cora_runkgn6cjw8_GAT,73.25,80.44,88.01,90.04,91.33,92.44,78.94,73.25,80.44,88.01,90.04,91.33,92.44,96.83,97.57,83.58,0.01,1024,32,128,4,0.1,0.0,7,10000
cora_rungghmawse_GAT,73.06,80.44,88.01,90.04,91.33,92.07,78.85,73.06,80.44,88.01,90.04,91.33,92.07,96.83,97.56,83.67,0.01,1024,32,128,4,0.2,0.0,7,10000
cora_runjrt3btcs_GAT,73.25,80.44,88.01,90.04,91.33,92.44,78.94,73.25,80.44,88.01,90.04,91.33,92.44,96.83,97.57,83.58,0.01,1024,32,128,4,0.1,0.1,5,10000
cora_run9pl3tdbd_GAT,73.06,80.44,88.01,90.04,91.33,92.07,78.85,73.06,80.44,88.01,90.04,91.33,92.07,96.83,97.56,83.67,0.01,1024,32,128,4,0.2,0.1,5,10000
cora_runtmvm9c1l_GAT,73.25,80.44,88.01,90.04,91.33,92.44,78.94,73.25,80.44,88.01,90.04,91.33,92.44,96.83,97.57,83.58,0.01,1024,32,128,4,0.1,0.1,6,10000
cora_run6xnz7m82_GAT,73.06,80.44,88.01,90.04,91.33,92.07,78.85,73.06,80.44,88.01,90.04,91.33,92.07,96.83,97.56,83.67,0.01,1024,32,128,4,0.2,0.1,6,10000
cora_rung17tz3as_GAT,73.25,80.44,88.01,90.04,91.33,92.44,78.94,73.25,80.44,88.01,90.04,91.33,92.44,96.83,97.57,83.58,0.01,1024,32,128,4,0.1,0.1,7,10000
cora_runfnfcskr3_GAT,73.06,80.44,88.01,90.04,91.33,92.07,78.85,73.06,80.44,88.01,90.04,91.33,92.07,96.83,97.56,83.67,0.01,1024,32,128,4,0.2,0.1,7,10000
cora_runvsbgd6td_GAT,73.25,80.44,88.01,90.04,91.33,92.44,78.94,73.25,80.44,88.01,90.04,91.33,92.44,96.83,97.57,83.58,0.01,1024,32,128,4,0.2,0.0,5,10000
cora_runwmr17jzo_GAT,73.06,80.44,88.01,90.04,91.33,92.07,78.85,73.06,80.44,88.01,90.04,91.33,92.07,96.83,97.56,83.67,0.01,1024,32,128,2,0.1,0.0,5,10000
cora_runpwfqzmab_GAT,73.25,80.44,88.01,90.04,91.33,92.44,78.94,73.25,80.44,88.01,90.04,91.33,92.44,96.83,97.57,83.58,0.01,1024,32,128,4,0.2,0.0,6,10000
cora_runa0eypnj5_GAT,73.06,80.44,88.01,90.04,91.33,92.25,78.85,73.06,80.44,88.01,90.04,91.33,92.25,96.83,97.56,83.67,0.01,1024,32,128,2,0.1,0.0,6,10000
cora_run14v40i6t_GAT,73.25,80.44,88.01,90.04,91.33,92.44,78.94,73.25,80.44,88.01,90.04,91.33,92.44,96.83,97.57,83.58,0.01,1024,32,128,4,0.2,0.0,7,10000
cora_runwb1wu01z_GAT,73.06,80.44,88.01,90.04,91.33,92.25,78.85,73.06,80.44,88.01,90.04,91.33,92.25,96.83,97.56,83.67,0.01,1024,32,128,2,0.1,0.0,7,10000
cora_run5z8va380_GAT,73.25,80.44,88.01,90.04,91.33,92.44,78.94,73.25,80.44,88.01,90.04,91.33,92.44,96.83,97.57,83.58,0.01,1024,32,128,4,0.2,0.1,5,10000
cora_runbwliheot_GAT,73.06,80.44,88.01,90.04,91.33,92.25,78.85,73.06,80.44,88.01,90.04,91.33,92.25,96.83,97.56,83.67,0.01,1024,32,128,2,0.1,0.1,5,10000
cora_runndbkb67d_GAT,73.25,80.44,88.01,90.04,91.33,92.44,78.94,73.25,80.44,88.01,90.04,91.33,92.44,96.83,97.57,83.58,0.01,1024,32,128,4,0.2,0.1,6,10000
cora_run704ajm5q_GAT,73.06,80.44,88.01,90.04,91.33,92.25,78.85,73.06,80.44,88.01,90.04,91.33,92.25,96.83,97.56,83.67,0.01,1024,32,128,2,0.1,0.1,6,10000
cora_runmfy9ovuh_GAT,73.25,80.44,88.01,90.04,91.33,92.44,78.94,73.25,80.44,88.01,90.04,91.33,92.44,96.83,97.57,83.58,0.01,1024,32,128,4,0.2,0.1,7,10000
cora_run10xx72bp_GAT,73.06,80.44,88.01,90.04,91.33,92.25,78.85,73.06,80.44,88.01,90.04,91.33,92.25,96.83,97.56,83.67,0.01,1024,32,128,2,0.1,0.1,7,10000
cora_runa1n8jxk6_GAT,73.25,80.44,88.01,90.04,91.33,92.44,78.94,73.25,80.44,88.01,90.04,91.33,92.44,96.83,97.57,83.58,0.01,1024,32,128,2,0.1,0.0,5,10000
cora_runiv82zik3_GAT,73.06,80.44,88.01,90.04,91.33,92.25,78.85,73.06,80.44,88.01,90.04,91.33,92.25,96.83,97.56,83.67,0.01,1024,32,128,2,0.2,0.0,5,10000
cora_runzzoevmft_GAT,73.25,80.44,88.01,90.04,91.33,92.25,78.94,73.25,80.44,88.01,90.04,91.33,92.25,96.83,97.57,83.58,0.01,1024,32,128,2,0.1,0.0,6,10000
cora_run4ucme83r_GAT,73.06,80.44,88.01,90.04,91.33,92.25,78.85,73.06,80.44,88.01,90.04,91.33,92.25,96.83,97.56,83.67,0.01,1024,32,128,2,0.2,0.0,6,10000
cora_run3r7tkoox_GAT,73.25,80.44,88.01,90.04,91.33,92.25,78.94,73.25,80.44,88.01,90.04,91.33,92.25,96.83,97.57,83.58,0.01,1024,32,128,2,0.1,0.0,7,10000
cora_runrzbbiogx_GAT,73.06,80.44,88.01,90.04,91.33,92.25,78.85,73.06,80.44,88.01,90.04,91.33,92.25,96.83,97.56,83.67,0.01,1024,32,128,2,0.2,0.0,7,10000
cora_runwkxs1sh9_GAT,73.25,80.44,88.01,90.04,91.33,92.25,78.94,73.25,80.44,88.01,90.04,91.33,92.25,96.83,97.57,83.58,0.01,1024,32,128,2,0.1,0.1,5,10000
cora_runglsnlbdc_GAT,73.06,80.44,88.01,90.04,91.33,92.25,78.85,73.06,80.44,88.01,90.04,91.33,92.25,96.83,97.56,83.67,0.01,1024,32,128,2,0.2,0.1,5,10000
cora_runmmxghkze_GAT,73.25,80.44,88.01,90.04,91.33,92.25,78.94,73.25,80.44,88.01,90.04,91.33,92.25,96.83,97.57,83.58,0.01,1024,32,128,2,0.1,0.1,6,10000
cora_runfuimqpbf_GAT,73.06,80.44,88.01,90.04,91.33,92.25,78.85,73.06,80.44,88.01,90.04,91.33,92.25,96.83,97.56,83.67,0.01,1024,32,128,2,0.2,0.1,6,10000
cora_runsopba5hf_GAT,73.25,80.44,88.01,90.04,91.33,92.25,78.94,73.25,80.44,88.01,90.04,91.33,92.25,96.83,97.57,83.58,0.01,1024,32,128,2,0.1,0.1,7,10000
cora_run9msvjaeg_GAT,73.06,80.44,88.01,90.04,91.33,92.25,78.85,73.06,80.44,88.01,90.04,91.33,92.25,96.83,97.56,83.67,0.01,1024,32,128,2,0.2,0.1,7,10000
cora_runc689i8ds_GAT,73.25,80.44,88.01,90.04,91.33,92.25,78.94,73.25,80.44,88.01,90.04,91.33,92.25,96.83,97.57,83.58,0.01,1024,32,128,2,0.2,0.0,5,10000
cora_run6l57smii_GAT,73.06,80.44,88.01,90.04,91.33,92.25,78.85,73.06,80.44,88.01,90.04,91.33,92.25,96.83,97.56,83.67,0.01,1024,32,128,8,0.1,0.0,5,10000
cora_runt3rew7me_GAT,73.25,80.44,88.01,90.04,91.33,92.25,78.94,73.25,80.44,88.01,90.04,91.33,92.25,96.83,97.57,83.58,0.01,1024,32,128,2,0.2,0.0,6,10000
cora_run8pmsos5a_GAT,73.06,80.44,88.01,90.04,91.33,92.25,78.85,73.06,80.44,88.01,90.04,91.33,92.25,96.83,97.56,83.67,0.01,1024,32,128,8,0.1,0.0,6,10000
cora_runeduvfrzb_GAT,73.25,80.44,88.01,90.04,91.33,92.25,78.94,73.25,80.44,88.01,90.04,91.33,92.25,96.83,97.57,83.58,0.01,1024,32,128,2,0.2,0.0,7,10000
cora_runq9cqjvyx_GAT,73.06,80.44,88.01,90.04,91.33,92.25,78.85,73.06,80.44,88.01,90.04,91.33,92.25,96.83,97.56,83.67,0.01,1024,32,128,8,0.1,0.0,7,10000
cora_run91aneme5_GAT,73.25,80.44,88.01,90.04,91.33,92.25,78.94,73.25,80.44,88.01,90.04,91.33,92.25,96.83,97.57,83.58,0.01,1024,32,128,2,0.2,0.1,5,10000
cora_run42lzi3u9_GAT,73.06,80.44,88.01,90.04,91.33,92.25,78.85,73.06,80.44,88.01,90.04,91.33,92.25,96.83,97.56,83.67,0.01,1024,32,128,8,0.1,0.1,5,10000
cora_run367r8bnc_GAT,73.25,80.44,88.01,90.04,91.33,92.25,78.94,73.25,80.44,88.01,90.04,91.33,92.25,96.83,97.57,83.58,0.01,1024,32,128,2,0.2,0.1,6,10000
cora_run553s5dqs_GAT,73.06,80.44,88.01,90.04,91.33,92.25,78.85,73.06,80.44,88.01,90.04,91.33,92.25,96.83,97.56,83.67,0.01,1024,32,128,8,0.1,0.1,6,10000
cora_runk980wrjf_GAT,73.25,80.44,88.01,90.04,91.33,92.25,78.94,73.25,80.44,88.01,90.04,91.33,92.25,96.83,97.57,83.58,0.01,1024,32,128,2,0.2,0.1,7,10000
cora_runcyk60b41_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.39,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.56,83.67,0.01,1024,32,128,8,0.1,0.1,7,10000
cora_rungfjx4k7m_GAT,73.25,80.44,88.01,90.04,91.33,92.25,78.94,73.25,80.44,88.01,90.04,91.33,92.25,96.83,97.57,83.58,0.01,1024,32,128,8,0.1,0.0,5,10000
cora_runziu5z0zo_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.39,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.56,85.06,0.01,1024,32,128,8,0.2,0.0,5,10000
cora_run6ei5uu30_GAT,73.25,80.44,88.01,90.04,91.33,92.25,78.94,73.25,80.44,88.01,90.04,91.33,92.25,96.83,97.57,83.58,0.01,1024,32,128,8,0.1,0.0,6,10000
cora_runmusxul9j_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.39,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.56,85.06,0.01,1024,32,128,8,0.2,0.0,6,10000
cora_runpp6j47lx_GAT,73.25,80.44,88.01,90.04,91.33,92.25,78.94,73.25,80.44,88.01,90.04,91.33,92.25,96.83,97.57,83.58,0.01,1024,32,128,8,0.1,0.0,7,10000
cora_runhbro7p1r_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.39,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.56,85.06,0.01,1024,32,128,8,0.2,0.0,7,10000
cora_runwy8pwxa6_GAT,73.25,80.44,88.01,90.04,91.33,92.25,78.94,73.25,80.44,88.01,90.04,91.33,92.25,96.83,97.57,83.58,0.01,1024,32,128,8,0.1,0.1,5,10000
cora_run7u2s7bs9_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.39,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.56,85.06,0.01,1024,32,128,8,0.2,0.1,5,10000
cora_rungei8ar02_GAT,73.25,80.44,88.01,90.04,91.33,92.25,78.94,73.25,80.44,88.01,90.04,91.33,92.25,96.83,97.57,83.58,0.01,1024,32,128,8,0.1,0.1,6,10000
cora_rundwn60r4f_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.39,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.56,85.06,0.01,1024,32,128,8,0.2,0.1,6,10000
cora_runsq5cbw2c_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.4,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.57,83.58,0.01,1024,32,128,8,0.1,0.1,7,10000
cora_runprtamp4d_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.39,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.56,85.06,0.01,1024,32,128,8,0.2,0.1,7,10000
cora_run5db6h4gm_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.4,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.57,83.58,0.01,1024,32,128,8,0.2,0.0,5,10000
cora_run7829nd5x_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.39,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.56,85.06,0.01,1024,32,256,4,0.1,0.0,5,10000
cora_rune7u5tahg_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.4,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.57,83.58,0.01,1024,32,128,8,0.2,0.0,6,10000
cora_runuej1s24u_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.39,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.56,85.06,0.01,1024,32,256,4,0.1,0.0,6,10000
cora_runv2g3prem_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.4,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.57,83.58,0.01,1024,32,128,8,0.2,0.0,7,10000
cora_runa8w4jlie_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.39,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.56,85.06,0.01,1024,32,256,4,0.1,0.0,7,10000
cora_runinrg5ahd_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.4,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.57,83.58,0.01,1024,32,128,8,0.2,0.1,5,10000
cora_run2owo6wu9_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.39,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.56,85.06,0.01,1024,32,256,4,0.1,0.1,5,10000
cora_runaxo430gw_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.4,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.57,83.58,0.01,1024,32,128,8,0.2,0.1,6,10000
cora_runo7cei1ka_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.39,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.56,85.06,0.01,1024,32,256,4,0.1,0.1,6,10000
cora_runnrnbkra7_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.4,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.57,83.58,0.01,1024,32,128,8,0.2,0.1,7,10000
cora_runkgqoaufr_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.39,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.56,85.06,0.01,1024,32,256,4,0.1,0.1,7,10000
cora_runaxwf7toq_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.4,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.57,83.58,0.01,1024,32,256,4,0.1,0.0,5,10000
cora_runlsjhulko_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.39,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.56,87.45,0.01,1024,32,256,4,0.2,0.0,5,10000
cora_runpx2c2nab_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.4,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.57,83.58,0.01,1024,32,256,4,0.1,0.0,6,10000
cora_rundf8mugit_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.39,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.56,87.45,0.01,1024,32,256,4,0.2,0.0,6,10000
cora_runlf4m5hyu_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.4,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.57,83.58,0.01,1024,32,256,4,0.1,0.0,7,10000
cora_runpvozwpec_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.39,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.56,87.45,0.01,1024,32,256,4,0.2,0.0,7,10000
cora_run0e7x97vr_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.4,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.57,83.58,0.01,1024,32,256,4,0.1,0.1,5,10000
cora_run09xmcuri_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.39,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.56,87.45,0.01,1024,32,256,4,0.2,0.1,5,10000
cora_runo839icbj_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.4,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.57,83.58,0.01,1024,32,256,4,0.1,0.1,6,10000
cora_runcyg9539e_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.39,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.56,87.45,0.01,1024,32,256,4,0.2,0.1,6,10000
cora_rundeie5tti_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.4,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.57,83.58,0.01,1024,32,256,4,0.1,0.1,7,10000
cora_rungmg2hcnc_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.39,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.56,87.45,0.01,1024,32,256,4,0.2,0.1,7,10000
cora_runpv1ijfoc_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.4,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.57,87.45,0.01,1024,32,256,4,0.2,0.0,5,10000
cora_runk9zq9n4i_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.39,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.56,87.45,0.01,1024,32,256,2,0.1,0.0,5,10000
cora_runz91pyzip_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.4,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.57,87.45,0.01,1024,32,256,4,0.2,0.0,6,10000
cora_runcs67onsc_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.39,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.38,83.3,0.01,1024,32,256,2,0.1,0.0,6,10000
cora_run9lidqw6c_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.4,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.57,87.45,0.01,1024,32,256,4,0.2,0.0,7,10000
cora_runl9tp04rj_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.39,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.38,83.3,0.01,1024,32,256,2,0.1,0.0,7,10000
cora_runmwbk1gfe_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.4,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.57,87.45,0.01,1024,32,256,4,0.2,0.1,5,10000
cora_runqv8fbz6o_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.39,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.38,83.3,0.01,1024,32,256,2,0.1,0.1,5,10000
cora_run0clb42of_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.4,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.57,87.45,0.01,1024,32,256,4,0.2,0.1,6,10000
cora_run2rzkwfw7_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.39,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.38,83.3,0.01,1024,32,256,2,0.1,0.1,6,10000
cora_run96punkzs_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.4,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.57,87.45,0.01,1024,32,256,4,0.2,0.1,7,10000
cora_run9zb36qdn_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.39,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.38,83.3,0.01,1024,32,256,2,0.1,0.1,7,10000
cora_runx3iacf1h_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.4,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.57,87.45,0.01,1024,32,256,2,0.1,0.0,5,10000
cora_runt4l190oq_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.39,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.38,83.3,0.01,1024,32,256,2,0.2,0.0,5,10000
cora_run9n28thyp_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.4,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.38,83.21,0.01,1024,32,256,2,0.1,0.0,6,10000
cora_runsyr4wqwu_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.39,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.38,83.3,0.01,1024,32,256,2,0.2,0.0,6,10000
cora_run23x3w7xa_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.4,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.38,83.21,0.01,1024,32,256,2,0.1,0.0,7,10000
cora_runmao00zt0_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.39,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.38,83.3,0.01,1024,32,256,2,0.2,0.0,7,10000
cora_runruwtua5j_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.4,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.38,83.21,0.01,1024,32,256,2,0.1,0.1,5,10000
cora_run8pv3l9zi_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.39,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.38,83.3,0.01,1024,32,256,2,0.2,0.1,5,10000
cora_runuawut6ud_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.4,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.38,83.21,0.01,1024,32,256,2,0.1,0.1,6,10000
cora_runeel5d4ew_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.4,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.38,83.21,0.01,1024,32,256,2,0.1,0.1,7,10000
cora_run5iofd7iz_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.4,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.38,83.21,0.01,1024,32,256,2,0.2,0.0,5,10000
cora_run3hvddinh_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.4,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.38,83.21,0.01,1024,32,256,2,0.2,0.0,6,10000
cora_runffz0ikjg_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.4,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.38,83.21,0.01,1024,32,256,2,0.2,0.0,7,10000
cora_runeybri6fx_GAT,80.44,80.44,88.01,90.04,91.33,92.25,82.4,80.44,80.44,88.01,90.04,91.33,92.25,96.83,97.38,83.21,0.01,1024,32,256,2,0.2,0.1,5,10000
Best,80.44,85.06,88.75,90.77,92.25,92.8,82.4,80.44,85.06,88.75,90.77,92.25,92.8,96.83,97.57,87.45,0.01,1024,32,256,8,0.2,0.1,7,10000
