Metric,Hits@1,Hits@3,Hits@10,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit100,AUC,AP
node2vec_mrr_1576eafd-9427-41d9-b469-2393f3e66972,0.0334,0.0491,0.0619,0.4067,0.0528,0.0334,0.0491,0.0619,0.4067,0.9192,0.9065
node2vec_mrr_26ed8eab-8584-48e6-b88c-c1965612f521,0.0206,0.0303,0.0428,0.3611,0.0361,0.0206,0.0303,0.0428,0.3611,0.9043,0.8849
node2vec_mrr_63660fd7-3328-446e-973e-1df35eebe2f9,0.0255,0.0331,0.0547,0.4156,0.0469,0.0255,0.0331,0.0547,0.4156,0.9197,0.9085
node2vec_mrr_8c9a79ed-ac68-4fcb-851c-cb29eba2efab,0.0341,0.0395,0.0624,0.3657,0.0524,0.0341,0.0395,0.0624,0.3657,0.8939,0.8821
node2vec_mrr_1fff666d-290f-44b2-87b0-455040f37250,0.0313,0.0334,0.068,0.4097,0.0485,0.0313,0.0334,0.068,0.4097,0.9169,0.9046
node2vec_mrr_764ae5a5-43ec-4749-ba48-9dc04829d177,0.0405,0.0418,0.056,0.3165,0.0532,0.0405,0.0418,0.056,0.3165,0.9114,0.892
node2vec_mrr_cf30fc20-e608-48b1-9c4f-a5af28196f03,0.026,0.0321,0.0703,0.3843,0.0461,0.026,0.0321,0.0703,0.3843,0.9157,0.9015
node2vec_mrr_ba2ce5b3-1a74-4ba3-9453-7b0741ec5058,0.0227,0.029,0.0532,0.3659,0.0398,0.0227,0.029,0.0532,0.3659,0.9112,0.8947
node2vec_mrr_b9cce528-a141-4ab4-8eaa-740e29d011a8,0.0326,0.04,0.0769,0.3881,0.0517,0.0326,0.04,0.0769,0.3881,0.9171,0.9032
node2vec_mrr_fdab3a32-22de-4071-99bc-eeb418f6842b,0.0237,0.0247,0.0555,0.3608,0.0391,0.0237,0.0247,0.0555,0.3608,0.9042,0.8862
node2vec_mrr_633bba3a-d7f8-46a0-aea0-65ff6811b5a9,0.0209,0.0331,0.0448,0.3527,0.0366,0.0209,0.0331,0.0448,0.3527,0.9067,0.887
node2vec_mrr_87f87618-b9fb-4389-b93b-b06346551e96,0.0354,0.0369,0.0497,0.3249,0.0461,0.0354,0.0369,0.0497,0.3249,0.9045,0.8816
node2vec_mrr_5ed57dcf-ca7a-4deb-8fdc-b244393ac935,0.0262,0.0306,0.0433,0.3769,0.0387,0.0262,0.0306,0.0433,0.3769,0.9067,0.8872
node2vec_mrr_63212ec0-acba-4a98-a6da-69b0d149a9d7,0.0222,0.0328,0.0537,0.3733,0.0413,0.0222,0.0328,0.0537,0.3733,0.9097,0.8945
node2vec_mrr_55c9ec1b-1cfb-42a0-b32c-3a07ff60775b,0.0323,0.0382,0.0975,0.4635,0.0612,0.0323,0.0382,0.0975,0.4635,0.9311,0.9228
node2vec_mrr_713fcf63-857b-4504-9a5b-a243fd79e9e4,0.0244,0.0357,0.0716,0.3845,0.0452,0.0244,0.0357,0.0716,0.3845,0.9087,0.8945
node2vec_mrr_96401c8e-d180-405c-9705-929ad1ef91ac,0.2338,0.2766,0.4544,0.7193,0.2898,0.2338,0.2766,0.4544,0.7193,0.8014,0.8796
node2vec_mrr_f93b03e3-952d-425d-90eb-2726edbdbe2f,0.1318,0.2432,0.3615,0.7423,0.219,0.1318,0.2432,0.3615,0.7423,0.8446,0.9003
node2vec_mrr_6a0bb220-1b61-4542-99df-ac4959332da0,0.1191,0.1895,0.3439,0.7202,0.1944,0.1191,0.1895,0.3439,0.7202,0.8104,0.8821
node2vec_mrr_59d4f149-7207-4b76-8db3-479e8350d1f8,0.1214,0.1327,0.4061,0.7523,0.1942,0.1214,0.1327,0.4061,0.7523,0.8296,0.8945
node2vec_mrr_6c918fa6-6200-4359-8280-84a743344f4b,0.1769,0.2965,0.3989,0.7256,0.2484,0.1769,0.2965,0.3989,0.7256,0.8365,0.8965
node2vec_mrr_d61578a2-8fee-4b8a-a7a1-e72d2a94790f,0.2599,0.3263,0.4689,0.7342,0.3194,0.2599,0.3263,0.4689,0.7342,0.8123,0.8872
node2vec_mrr_cb04a454-2e2d-40dd-a0c4-86f7fa4c71ae,0.1968,0.2875,0.4422,0.7144,0.2788,0.1968,0.2875,0.4422,0.7144,0.8525,0.9026
node2vec_mrr_c1863a90-0d6f-4bd3-92c4-b1c378487e7a,0.1367,0.2216,0.4201,0.7211,0.2249,0.1367,0.2216,0.4201,0.7211,0.8128,0.8843
node2vec_mrr_57e49061-1f15-4588-98b3-0b80747f996f,0.2252,0.278,0.3971,0.7184,0.2822,0.2252,0.278,0.3971,0.7184,0.8338,0.8952
node2vec_mrr_0b06880a-46e0-48a5-b10c-4e1265ca18ff,0.1268,0.3488,0.4576,0.7347,0.2646,0.1268,0.3488,0.4576,0.7347,0.8541,0.9057
node2vec_mrr_c0058b39-1d32-4274-a117-a3e1fea9410e,0.1169,0.1444,0.4282,0.7062,0.1812,0.1169,0.1444,0.4282,0.7062,0.8132,0.8829
node2vec_mrr_3548be8b-82f4-4a89-9474-d229782f7d34,0.1345,0.3177,0.4255,0.7279,0.2537,0.1345,0.3177,0.4255,0.7279,0.8055,0.8823
node2vec_mrr_0fe9k3jc,0.2523,0.3448,0.4964,0.7414,0.3215,0.2523,0.3448,0.4964,0.7414,0.8377,0.8997
node2vec_mrr_v0li8eva,0.1958,0.3421,0.4851,0.7283,0.304,0.1958,0.3421,0.4851,0.7283,0.8283,0.894
node2vec_mrr_ptrsjgdl,0.12,0.2626,0.491,0.7333,0.2379,0.12,0.2626,0.491,0.7333,0.8672,0.913
node2vec_mrr_ubvg5k1m,0.1597,0.2974,0.486,0.7369,0.2664,0.1597,0.2974,0.486,0.7369,0.8431,0.9011
node2vec_mrr_ltxafs9a,0.1909,0.25,0.4625,0.7387,0.266,0.1909,0.25,0.4625,0.7387,0.8463,0.9032
node2vec_mrr_lkgb67sg,0.157,0.3759,0.5375,0.7338,0.2983,0.157,0.3759,0.5375,0.7338,0.8409,0.9008
node2vec_mrr_37ulltqv,0.1512,0.2599,0.3935,0.7301,0.2316,0.1512,0.2599,0.3935,0.7301,0.8338,0.8948
node2vec_mrr_g09ekrt7,0.0005,0.0005,0.0027,0.0528,0.0036,0.0005,0.0005,0.0027,0.0528,0.5113,0.515
node2vec_mrr_vv8dyqjc,0.1101,0.2175,0.361,0.7229,0.2029,0.1101,0.2175,0.361,0.7229,0.8313,0.893
node2vec_mrr_iy51lssl,0.1209,0.2387,0.4296,0.7387,0.2086,0.1209,0.2387,0.4296,0.7387,0.8432,0.9001
node2vec_mrr_vlreywvf,0.2153,0.2748,0.4562,0.7103,0.2904,0.2153,0.2748,0.4562,0.7103,0.8102,0.8828
node2vec_mrr_o858btkt,0.0492,0.2423,0.4084,0.7238,0.1579,0.0492,0.2423,0.4084,0.7238,0.8096,0.8821
node2vec_mrr_dyulmlzd,0.042,0.2802,0.4183,0.7189,0.1594,0.042,0.2802,0.4183,0.7189,0.8282,0.8904
node2vec_mrr_c688zcxd,0.0352,0.2577,0.4016,0.741,0.1603,0.0352,0.2577,0.4016,0.741,0.8456,0.9016
node2vec_mrr_gjy4t2il,0.0587,0.1534,0.4427,0.7207,0.1554,0.0587,0.1534,0.4427,0.7207,0.8158,0.8847
node2vec_mrr_l4psw4t1,0.0776,0.2297,0.3863,0.7356,0.1757,0.0776,0.2297,0.3863,0.7356,0.836,0.895
node2vec_mrr_3vscit6f,0.0384,0.2495,0.4237,0.7202,0.1663,0.0384,0.2495,0.4237,0.7202,0.8147,0.8838
node2vec_mrr_omozay24,0.0478,0.208,0.3642,0.7279,0.1505,0.0478,0.208,0.3642,0.7279,0.8181,0.8855
node2vec_mrr_yxzn5f45,0.0347,0.1746,0.4052,0.7171,0.1364,0.0347,0.1746,0.4052,0.7171,0.8204,0.8857
node2vec_mrr_jy8ybgru,0.0338,0.2464,0.3484,0.7166,0.1415,0.0338,0.2464,0.3484,0.7166,0.8061,0.8789
node2vec_mrr_yo1ngpcz,0.0329,0.1931,0.4237,0.7157,0.1528,0.0329,0.1931,0.4237,0.7157,0.8106,0.8816
node2vec_mrr_5cce28rz,0.0505,0.1665,0.3949,0.7229,0.148,0.0505,0.1665,0.3949,0.7229,0.8171,0.8845
node2vec_mrr_mvrtftb4,0.0,0.2153,0.4201,0.7347,0.1329,0.0,0.2153,0.4201,0.7347,0.8271,0.8902
node2vec_mrr_wnds9nfy,0.0677,0.2319,0.4932,0.7207,0.1884,0.0677,0.2319,0.4932,0.7207,0.8401,0.8984
node2vec_mrr_70pp5yl1,0.0591,0.25,0.4084,0.7243,0.1839,0.0591,0.25,0.4084,0.7243,0.83,0.8932
node2vec_mrr_fdjldzhi,0.0284,0.1336,0.3885,0.7288,0.134,0.0284,0.1336,0.3885,0.7288,0.8349,0.8941
node2vec_mrr_wwcccxgw,0.0438,0.2171,0.38,0.7234,0.1584,0.0438,0.2171,0.38,0.7234,0.8461,0.8991
node2vec_mrr_m9b29udh,0.0528,0.2414,0.4319,0.7315,0.1665,0.0528,0.2414,0.4319,0.7315,0.8311,0.893
node2vec_mrr_03r0o4y6,0.0,0.2378,0.4391,0.7369,0.1379,0.0,0.2378,0.4391,0.7369,0.8427,0.8979
node2vec_mrr_qfjjnjsv,0.037,0.1855,0.3845,0.7202,0.1424,0.037,0.1855,0.3845,0.7202,0.8229,0.8878
node2vec_mrr_okhvb1hx,0.046,0.2631,0.4066,0.7369,0.1611,0.046,0.2631,0.4066,0.7369,0.832,0.894
node2vec_mrr_bgthknpg,0.0767,0.2667,0.3669,0.7157,0.1744,0.0767,0.2667,0.3669,0.7157,0.8167,0.8846
node2vec_mrr_86i1rh86,0.0469,0.1968,0.4364,0.7432,0.1692,0.0469,0.1968,0.4364,0.7432,0.8418,0.8993
node2vec_mrr_2vxh94ur,0.0334,0.1909,0.3944,0.7261,0.1661,0.0334,0.1909,0.3944,0.7261,0.8165,0.8857
node2vec_mrr_7w4yfe2n,0.0316,0.222,0.3971,0.713,0.1463,0.0316,0.222,0.3971,0.713,0.8232,0.8869
node2vec_mrr_z1z4cc20,0.0483,0.2193,0.3709,0.7216,0.1468,0.0483,0.2193,0.3709,0.7216,0.839,0.8953
node2vec_mrr_504k01vz,0.0483,0.1868,0.4693,0.7419,0.1815,0.0483,0.1868,0.4693,0.7419,0.8318,0.8954
node2vec_mrr_9eus3gbq,0.0528,0.2234,0.4747,0.7229,0.162,0.0528,0.2234,0.4747,0.7229,0.8207,0.8872
node2vec_mrr_84s83rwj,0.0,0.2401,0.4391,0.7067,0.1368,0.0,0.2401,0.4391,0.7067,0.8043,0.8763
node2vec_mrr_0vx7qgfr,0.0388,0.2112,0.4959,0.7301,0.1793,0.0388,0.2112,0.4959,0.7301,0.8254,0.8912
node2vec_mrr_krlivry0,0.0542,0.2256,0.4395,0.7324,0.1582,0.0542,0.2256,0.4395,0.7324,0.835,0.8948
node2vec_mrr_hnxfrjj0,0.0397,0.2518,0.4097,0.7315,0.1527,0.0397,0.2518,0.4097,0.7315,0.8473,0.9011
node2vec_mrr_vd6fpyvq,0.037,0.199,0.4774,0.7247,0.1549,0.037,0.199,0.4774,0.7247,0.8294,0.8917
node2vec_mrr_fv9jkaxu,0.0627,0.1769,0.4228,0.7292,0.1599,0.0627,0.1769,0.4228,0.7292,0.8368,0.895
node2vec_mrr_t9rgj2ck,0.0298,0.2505,0.4391,0.7333,0.1499,0.0298,0.2505,0.4391,0.7333,0.8422,0.8985
node2vec_mrr_8f8jn398,0.0939,0.2505,0.3881,0.7198,0.1982,0.0939,0.2505,0.3881,0.7198,0.8213,0.888
node2vec_mrr_86bkv3ji,0.0402,0.2324,0.3633,0.7261,0.1589,0.0402,0.2324,0.3633,0.7261,0.8271,0.8906
node2vec_mrr_x1m68ukc,0.0384,0.2333,0.403,0.7157,0.1546,0.0384,0.2333,0.403,0.7157,0.8338,0.8937
node2vec_mrr_kdczb9sp,0.0379,0.2067,0.4228,0.7238,0.1507,0.0379,0.2067,0.4228,0.7238,0.8372,0.896
node2vec_mrr_1znuxlxn,0.0681,0.2419,0.3642,0.7166,0.165,0.0681,0.2419,0.3642,0.7166,0.8053,0.8789
node2vec_mrr_3u4odn5d,0.0411,0.2103,0.426,0.718,0.1516,0.0411,0.2103,0.426,0.718,0.8496,0.9013
node2vec_mrr_0jkneuje,0.1006,0.2541,0.4526,0.7148,0.211,0.1006,0.2541,0.4526,0.7148,0.7986,0.8766
node2vec_mrr_mb4qzljg,0.0,0.1918,0.407,0.7374,0.1437,0.0,0.1918,0.407,0.7374,0.8352,0.8945
node2vec_mrr_l449xtk3,0.0433,0.2902,0.4905,0.7103,0.1688,0.0433,0.2902,0.4905,0.7103,0.811,0.8815
node2vec_mrr_tcv261m3,0.0366,0.1837,0.4129,0.7211,0.144,0.0366,0.1837,0.4129,0.7211,0.8218,0.8873
node2vec_mrr_apgshsdb,0.0469,0.2098,0.375,0.7166,0.1441,0.0469,0.2098,0.375,0.7166,0.8304,0.8909
node2vec_mrr_lktq2sgw,0.0537,0.2238,0.4819,0.7094,0.1819,0.0537,0.2238,0.4819,0.7094,0.8163,0.8855
node2vec_mrr_95riof5l,0.0334,0.2198,0.426,0.7306,0.1558,0.0334,0.2198,0.426,0.7306,0.851,0.9028
node2vec_mrr_yfnio6v0,0.0393,0.1904,0.3809,0.7274,0.1415,0.0393,0.1904,0.3809,0.7274,0.8385,0.8953
node2vec_mrr_bh0tczsp,0.0438,0.2581,0.4567,0.7229,0.1663,0.0438,0.2581,0.4567,0.7229,0.8233,0.8888
node2vec_mrr_e6sdzma7,0.0776,0.171,0.4138,0.7121,0.1713,0.0776,0.171,0.4138,0.7121,0.8052,0.8789
node2vec_mrr_noan0jjs,0.0623,0.2545,0.472,0.7274,0.1941,0.0623,0.2545,0.472,0.7274,0.8201,0.8881
node2vec_mrr_pjc9veu6,0.0433,0.2581,0.5,0.731,0.1689,0.0433,0.2581,0.5,0.731,0.8275,0.8924
node2vec_mrr_llatg3i7,0.0397,0.2423,0.3822,0.7351,0.1693,0.0397,0.2423,0.3822,0.7351,0.8502,0.9029
node2vec_mrr_vi3718pv,0.0727,0.1918,0.3912,0.7157,0.1751,0.0727,0.1918,0.3912,0.7157,0.8217,0.8872
node2vec_mrr_n68pbxh5,0.0839,0.2338,0.4364,0.7464,0.187,0.0839,0.2338,0.4364,0.7464,0.8449,0.9025
node2vec_mrr_t69i6lcr,0.0695,0.1868,0.3795,0.7396,0.1576,0.0695,0.1868,0.3795,0.7396,0.8453,0.8999
node2vec_mrr_21onik24,0.0,0.1963,0.4152,0.7252,0.1361,0.0,0.1963,0.4152,0.7252,0.8454,0.8992
node2vec_mrr_59g16izu,0.0668,0.2541,0.4106,0.7121,0.1749,0.0668,0.2541,0.4106,0.7121,0.8063,0.8792
node2vec_mrr_l1k3bjj3,0.0469,0.2658,0.4255,0.7225,0.1814,0.0469,0.2658,0.4255,0.7225,0.8044,0.8795

deepwalk_mrr_cb3qgd0r,0.0469,0.0826,0.4093,0.7486,0.1378,0.0469,0.0826,0.4093,0.7486,0.8682,0.9111
deepwalk_mrr_y8owsxmw,0.0519,0.0975,0.4201,0.7116,0.148,0.0519,0.0975,0.4201,0.7116,0.8487,0.899
deepwalk_mrr_fnyvus60,0.0844,0.1146,0.3651,0.7283,0.1569,0.0844,0.1146,0.3651,0.7283,0.8535,0.9033
deepwalk_mrr_nu7q14l3,0.1954,0.2166,0.4125,0.7053,0.2493,0.1954,0.2166,0.4125,0.7053,0.8235,0.8882
deepwalk_mrr_lj1lj2dd,0.065,0.181,0.4021,0.7207,0.1634,0.065,0.181,0.4021,0.7207,0.8283,0.8907
deepwalk_mrr_lrr5g2ht,0.1205,0.2793,0.4012,0.7094,0.2167,0.1205,0.2793,0.4012,0.7094,0.8156,0.8852
deepwalk_mrr_flawp6r4,0.0884,0.1828,0.4409,0.7103,0.2011,0.0884,0.1828,0.4409,0.7103,0.8105,0.8829
deepwalk_mrr_wo9zwj0u,0.0528,0.1503,0.3172,0.6489,0.1358,0.0528,0.1503,0.3172,0.6489,0.832,0.8834
deepwalk_mrr_tqg8f17t,0.0835,0.1787,0.4251,0.7261,0.1738,0.0835,0.1787,0.4251,0.7261,0.8398,0.8964
deepwalk_mrr_touiiadf,0.0356,0.1358,0.4463,0.7297,0.1642,0.0356,0.1358,0.4463,0.7297,0.8316,0.8935
deepwalk_mrr_15c2j5w8,0.0848,0.1403,0.3538,0.7374,0.1571,0.0848,0.1403,0.3538,0.7374,0.8575,0.906
deepwalk_mrr_941hw6t3,0.0677,0.1227,0.2766,0.6534,0.1297,0.0677,0.1227,0.2766,0.6534,0.8238,0.8775
deepwalk_mrr_dmrrihji,0.0424,0.1322,0.4143,0.7225,0.1416,0.0424,0.1322,0.4143,0.7225,0.854,0.902
deepwalk_mrr_xbot1g4a,0.0406,0.1304,0.4337,0.7437,0.1406,0.0406,0.1304,0.4337,0.7437,0.8644,0.9089
node2vec_mrr_wx0slaeo,0.0975,0.338,0.4738,0.7121,0.2121,0.0975,0.338,0.4738,0.7121,0.8192,0.8868
node2vec_mrr_5b3heoby,0.1047,0.1507,0.4702,0.7261,0.1879,0.1047,0.1507,0.4702,0.7261,0.8264,0.8903
node2vec_mrr_46rzzipe,0.088,0.1778,0.4468,0.7071,0.1809,0.088,0.1778,0.4468,0.7071,0.8021,0.8768
node2vec_mrr_zp3g2sa1,0.0384,0.1606,0.3123,0.6494,0.125,0.0384,0.1606,0.3123,0.6494,0.8314,0.8829
node2vec_mrr_fv60jvgv,0.0871,0.1241,0.4278,0.7162,0.1634,0.0871,0.1241,0.4278,0.7162,0.8067,0.8796
node2vec_mrr_k2fgou4r,0.0659,0.1453,0.4161,0.7053,0.1526,0.0659,0.1453,0.4161,0.7053,0.846,0.8975
node2vec_mrr_nmpbcg3h,0.0532,0.1146,0.4328,0.7148,0.1432,0.0532,0.1146,0.4328,0.7148,0.849,0.9007
node2vec_mrr_vba8xchg,0.0569,0.1444,0.3118,0.7333,0.151,0.0569,0.1444,0.3118,0.7333,0.8522,0.902
node2vec_mrr_7bv297h3,0.0402,0.1088,0.3569,0.7234,0.1237,0.0402,0.1088,0.3569,0.7234,0.8424,0.8963
node2vec_mrr_5in3aard,0.0654,0.1485,0.4125,0.7261,0.1594,0.0654,0.1485,0.4125,0.7261,0.8529,0.9036
node2vec_mrr_jaaaafzb,0.0925,0.1426,0.366,0.7225,0.1757,0.0925,0.1426,0.366,0.7225,0.8129,0.8836
node2vec_mrr_zgvzogc9,0.111,0.2049,0.458,0.7193,0.2012,0.111,0.2049,0.458,0.7193,0.8017,0.8781
node2vec_mrr_rjnisp6h,0.0758,0.1349,0.4598,0.7247,0.1756,0.0758,0.1349,0.4598,0.7247,0.8273,0.8909
node2vec_mrr_cyb9o2rs,0.0817,0.1268,0.3755,0.7292,0.1748,0.0817,0.1268,0.3755,0.7292,0.8345,0.8948
node2vec_mrr_3qb5edrq,0.0727,0.1349,0.3597,0.7274,0.1569,0.0727,0.1349,0.3597,0.7274,0.8599,0.9055
node2vec_mrr_9f1pevo6,0.0605,0.1354,0.4165,0.736,0.1587,0.0605,0.1354,0.4165,0.736,0.8505,0.9026
node2vec_mrr_7kmejs6r,0.0672,0.1255,0.4075,0.7374,0.1491,0.0672,0.1255,0.4075,0.7374,0.8691,0.9118
node2vec_mrr_h4l645ws,0.0564,0.1218,0.3588,0.736,0.1393,0.0564,0.1218,0.3588,0.736,0.8657,0.9097
node2vec_mrr_y0v15qvd,0.0704,0.1336,0.3669,0.7067,0.1539,0.0704,0.1336,0.3669,0.7067,0.852,0.9012
node2vec_mrr_rjjzckur,0.0591,0.1566,0.4368,0.7374,0.1601,0.0591,0.1566,0.4368,0.7374,0.8555,0.9055
node2vec_mrr_rcm6b2h9,0.0501,0.1286,0.4684,0.7274,0.1421,0.0501,0.1286,0.4684,0.7274,0.859,0.9065
node2vec_mrr_10poamd5,0.111,0.1968,0.458,0.7148,0.2006,0.111,0.1968,0.458,0.7148,0.8016,0.8783
node2vec_mrr_p8dj3oe2,0.1119,0.1724,0.4977,0.7134,0.1979,0.1119,0.1724,0.4977,0.7134,0.8148,0.8847
node2vec_mrr_y8iuv9ye,0.0587,0.0871,0.4255,0.7026,0.1435,0.0587,0.0871,0.4255,0.7026,0.844,0.8964
node2vec_mrr_waqlawui,0.0866,0.2464,0.4016,0.7202,0.1875,0.0866,0.2464,0.4016,0.7202,0.8098,0.8823
node2vec_mrr_ke13jai2,0.0528,0.1006,0.3813,0.7319,0.1388,0.0528,0.1006,0.3813,0.7319,0.8522,0.9022
node2vec_mrr_090bh2k8,0.13,0.1634,0.4278,0.7139,0.1994,0.13,0.1634,0.4278,0.7139,0.8221,0.8872
node2vec_mrr_bo7oc8f9,0.0821,0.1507,0.3186,0.7103,0.1534,0.0821,0.1507,0.3186,0.7103,0.8454,0.8982
node2vec_mrr_4ixox2bw,0.0785,0.1218,0.4508,0.7139,0.1626,0.0785,0.1218,0.4508,0.7139,0.8118,0.8824
node2vec_mrr_f14jzet3,0.0848,0.1155,0.3976,0.7374,0.1595,0.0848,0.1155,0.3976,0.7374,0.8356,0.8948
node2vec_mrr_bgw4se5l,0.0519,0.0939,0.4481,0.7261,0.1436,0.0519,0.0939,0.4481,0.7261,0.8557,0.9045
deepwalk_mrr_aiol6qrv,0.0384,0.1069,0.4057,0.7392,0.1462,0.0384,0.1069,0.4057,0.7392,0.8594,0.9069
deepwalk_mrr_lij68ppo,0.0767,0.185,0.4395,0.7125,0.1863,0.0767,0.185,0.4395,0.7125,0.8181,0.886
deepwalk_mrr_nk9ezy8y,0.046,0.1178,0.4648,0.7329,0.1498,0.046,0.1178,0.4648,0.7329,0.8529,0.9035
deepwalk_mrr_khit4upq,0.0582,0.1273,0.4188,0.7238,0.1459,0.0582,0.1273,0.4188,0.7238,0.837,0.8948
deepwalk_mrr_t66wiut3,0.0718,0.1611,0.3723,0.7423,0.1577,0.0718,0.1611,0.3723,0.7423,0.8577,0.9057
deepwalk_mrr_i7zbyqiy,0.0704,0.1431,0.3285,0.7157,0.1508,0.0704,0.1431,0.3285,0.7157,0.8239,0.888
deepwalk_mrr_xhn9abeu,0.0988,0.1674,0.509,0.7153,0.1944,0.0988,0.1674,0.509,0.7153,0.83,0.8932
deepwalk_mrr_ubdr0dyi,0.1042,0.1597,0.4138,0.7247,0.1781,0.1042,0.1597,0.4138,0.7247,0.8302,0.8925
Best,0.4525,0.5703,0.6844,0.8707,0.5031,0.4525,0.5703,0.6844,0.8707,0.9311,0.9228
